"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"ReFusion: 3D Reconstruction in Dynamic Environments for RGB-D Cameras Exploiting Residuals","E. Palazzolo; J. Behley; P. Lottes; P. Giguère; C. Stachniss","University of Bonn, Germany; Laval University, Québec, Canada; University of Bonn, Germany; Laval University, Québec, Canada; University of Bonn, Germany","2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","28 Jan 2020","2019","","","7855","7862","Mapping and localization are essential capabilities of robotic systems. Although the majority of mapping systems focus on static environments, the deployment in real-world situations requires them to handle dynamic objects. In this paper, we propose an approach for an RGB-D sensor that is able to consistently map scenes containing multiple dynamic elements. For localization and mapping, we employ an efficient direct tracking on the truncated signed distance function (TSDF) and leverage color information encoded in the TSDF to estimate the pose of the sensor. The TSDF is efficiently represented using voxel hashing, with most computations parallelized on a GPU. For detecting dynamics, we exploit the residuals obtained after an initial registration, together with the explicit modeling of free space in the model. We evaluate our approach on existing datasets, and provide a new dataset showing highly dynamic scenes. These experiments show that our approach often surpass other state-of-the-art dense SLAM methods. We make available our dataset with the ground truth for both the trajectory of the RGB-D sensor obtained by a motion capture system and the model of the static environment using a high-precision terrestrial laser scanner. Finally, we release our approach as open source code.","2153-0866","978-1-7281-4004-9","10.1109/IROS40897.2019.8967590","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967590","","","cameras;image capture;image colour analysis;image fusion;image motion analysis;image reconstruction;image registration;image sensors;mobile robots;object detection;pose estimation;robot vision;SLAM (robots);stereo image processing","ReFusion;3D reconstruction;dynamic environments;RGB-D cameras;robotic systems;mapping systems;map scenes;TSDF;color information;voxel hashing;initial registration;free space;motion capture system;highly dynamic scenes;truncated signed distance function;GPU;SLAM methods;open source code","","57","","22","IEEE","28 Jan 2020","","","IEEE","IEEE Conferences"
"MAPPER: Multi-Agent Path Planning with Evolutionary Reinforcement Learning in Mixed Dynamic Environments","Z. Liu; B. Chen; H. Zhou; G. Koushik; M. Hebert; D. Zhao","Department of Mechanical Engineering, Carnegie Mellon University, USA; School of Vehicle and Mobility, Tsinghua University, China; Department of Mechanical Engineering, Carnegie Mellon University, USA; Department of Mechanical Engineering, Carnegie Mellon University, USA; The Robotics Institute, Carnegie Mellon University, USA; Department of Mechanical Engineering, Carnegie Mellon University, USA","2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","10 Feb 2021","2020","","","11748","11754","Multi-agent navigation in dynamic environments is of great industrial value when deploying a large scale fleet of robot to real-world applications. This paper proposes a decentralized partially observable multi-agent path planning with evolutionary reinforcement learning (MAPPER) method to learn an effective local planning policy in mixed dynamic environments. Reinforcement learning-based methods usually suffer performance degradation on long-horizon tasks with goal-conditioned sparse rewards, so we decompose the long-range navigation task into many easier sub-tasks under the guidance of a global planner, which increases agents' performance in large environments. Moreover, most existing multi-agent planning approaches assume either perfect information of the surrounding environment or homogeneity of nearby dynamic agents, which may not hold in practice. Our approach models dynamic obstacles' behavior with an image-based representation and trains a policy in mixed dynamic environments without homogeneity assumption. To ensure multi-agent training stability and performance, we propose an evolutionary training approach that can be easily scaled to large and complex environments. Experiments show that MAPPER is able to achieve higher success rates and more stable performance when exposed to a large number of non-cooperative dynamic obstacles compared with traditional reaction-based planner LRA* and the state-of-the-art learning-based method.","2153-0866","978-1-7281-6212-6","10.1109/IROS45743.2020.9340876","Richard King Mellon Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340876","","Training;Learning systems;Navigation;Reinforcement learning;Path planning;Planning;Task analysis","evolutionary computation;learning (artificial intelligence);mobile robots;multi-robot systems;path planning;robot vision","multiagent navigation;decentralized partially observable multiagent path;evolutionary reinforcement learning method;MAPPER;effective local planning policy;mixed dynamic environments;reinforcement learning-based methods;long-horizon tasks;long-range navigation task;existing multiagent planning approaches;nearby dynamic agents;evolutionary training approach;complex environments;noncooperative dynamic obstacles;state-of-the-art learning-based method;multiagent path planning","","29","","29","IEEE","10 Feb 2021","","","IEEE","IEEE Conferences"
"A Real-Time Dynamic Simulator and an Associated Front-End Representation Format for Simulating Complex Robots and Environments","A. Munawar; Y. Wang; R. Gondokaryono; G. S. Fischer","Robotic Engineering Department, Worcester Polytechnic Institute, WPI, 100 Institute Road, MA, USA; Robotic Engineering Department, Worcester Polytechnic Institute, WPI, 100 Institute Road, MA, USA; Robotic Engineering Department, Worcester Polytechnic Institute, WPI, 100 Institute Road, MA, USA; Robotic Engineering Department, Worcester Polytechnic Institute, WPI, 100 Institute Road, MA, USA","2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","28 Jan 2020","2019","","","1875","1882","Robot Dynamic Simulators offer convenient implementation and testing of physical robots, thus accelerating research and development. While existing simulators support most real-world robots with serially linked kinematic and dynamic chains, they offer limited or conditional support for complex closed-loop robots. On the other hand, many of the underlying physics computation libraries that these simulators employ support closed-loop kinematic chains and redundant mechanisms. Such mechanisms are often utilized in surgical robots to achieve constrained motions (e.g., the remote center of motion (RCM)). To deal with such robots, we propose a new simulation framework based on a front-end description format and a robust real-time dynamic simulator. Although this study focuses on surgical robots, the proposed format and simulator are applicable to any type of robot. In this manuscript, we describe the philosophy and implementation of the front-end description format and demonstrate its performance and the simulator’s capabilities using simulated models of real-world surgical robots.","2153-0866","978-1-7281-4004-9","10.1109/IROS40897.2019.8968568","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968568","","","closed loop systems;control engineering computing;manipulator kinematics;medical robotics;mobile robots;robot dynamics","real-time dynamic simulator;associated front-end representation format;real-world robots;complex closed-loop robots;closed-loop kinematic chains;simulation framework;front-end description format;surgical robots;physics computation libraries","","28","","14","IEEE","28 Jan 2020","","","IEEE","IEEE Conferences"
"Modeling and Planning Manipulation in Dynamic Environments","P. S. Schmitt; F. Wirnshofer; K. M. Wurm; G. v. Wichert; W. Burgard","Siemens Coiporate Teclmology, Munich, Germany; Siemens Coiporate Teclmology, Munich, Germany; Siemens Coiporate Teclmology, Munich, Germany; Siemens Coiporate Teclmology, Munich, Germany; Department of Computer Science, University of Freiburg, Germany","2019 International Conference on Robotics and Automation (ICRA)","12 Aug 2019","2019","","","176","182","In this paper we propose a new model for sequential manipulation tasks that also considers robot dynamics and time-variant environments. From this model we automatically derive constraint-based controllers and use them as steering functions in a kinodynamic manipulation planner. The resulting plan is not a trajectory but a sequence of controllers that react online to disturbances. We validated our approach in simulation and on a real robot. In the experiments our approach plans and executes dual-robot manipulation tasks with online collision avoidance and reactions to estimates of object poses.","2577-087X","978-1-5386-6027-0","10.1109/ICRA.2019.8793824","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8793824","","Planning;Task analysis;Collision avoidance;Manipulator dynamics;Grippers","collision avoidance;manipulator dynamics;mobile robots;pose estimation;robot vision;steering systems","kinodynamic manipulation planner;dynamic environments;robot dynamics;time-variant environments;manipulation modeling;manipulation planning;online collision avoidance;object pose estimation;steering functions","","19","2","24","IEEE","12 Aug 2019","","","IEEE","IEEE Conferences"
"Distributed Multi-Robot Formation Splitting and Merging in Dynamic Environments","H. Zhu; J. Juhl; L. Ferranti; J. Alonso-Mora","Department of Cognitive Robotics, Delft University of Technology, Delft, CD, The Netherlands; Department of Cognitive Robotics, Delft University of Technology, Delft, CD, The Netherlands; Department of Cognitive Robotics, Delft University of Technology, Delft, CD, The Netherlands; Department of Cognitive Robotics, Delft University of Technology, Delft, CD, The Netherlands","2019 International Conference on Robotics and Automation (ICRA)","12 Aug 2019","2019","","","9080","9086","This paper presents a distributed method for splitting and merging of multi-robot formations in dynamic environments with static and moving obstacles. Splitting and merging actions rely on distributed consensus and can be performed to avoid obstacles. Our method accounts for the limited communication range and visibility radius of the robots and relies on the communication of obstacle-free convex regions and the computation of an intersection graph. In addition, our method is able to detect and recover from (permanent and temporary) communication and motion faults. Finally, we demonstrate the applicability and scalability of the proposed method in simulations with up to sixteen quadrotors and real-world experiments with a team of four quadrotors.","2577-087X","978-1-5386-6027-0","10.1109/ICRA.2019.8793765","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8793765","","Robot sensing systems;Collision avoidance;Merging;Navigation;Partitioning algorithms;Heuristic algorithms","collision avoidance;distributed control;graph theory;helicopters;mobile robots;multi-robot systems","distributed consensus;obstacle-free convex regions;distributed multirobot formation splitting;distributed multirobot formation merging;moving obstacles;static obstacles;intersection graph;quadrotors","","19","","23","IEEE","12 Aug 2019","","","IEEE","IEEE Conferences"
"Autonomous Flights in Dynamic Environments with Onboard Vision","Y. Wang; J. Ji; Q. Wang; C. Xu; F. Gao","State Key Laboratory of Industrial Control Technology, Institute of Cyber-Systems and Control, Zhejiang University, Hangzhou, China; State Key Laboratory of Industrial Control Technology, Institute of Cyber-Systems and Control, Zhejiang University, Hangzhou, China; State Key Laboratory of Industrial Control Technology, Institute of Cyber-Systems and Control, Zhejiang University, Hangzhou, China; State Key Laboratory of Industrial Control Technology, Institute of Cyber-Systems and Control, Zhejiang University, Hangzhou, China; State Key Laboratory of Industrial Control Technology, Institute of Cyber-Systems and Control, Zhejiang University, Hangzhou, China","2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","16 Dec 2021","2021","","","1966","1973","In this paper, we introduce a complete system for autonomous flight of quadrotors in dynamic environments with onboard sensing. Extended from existing work, we develop an occlusion-aware dynamic perception method based on depth images, which classifies obstacles as dynamic and static. For representing generic dynamic environment, we model dynamic objects with moving ellipsoids and fuse static ones into an occupancy grid map. To achieve dynamic avoidance, we design a planning method composed of modified kinodynamic path searching and gradient-based optimization. The method leverages manually constructed gradients without maintaining a signed distance field (SDF), making the planning procedure finished in milliseconds. We integrate the above methods into a customized quadrotor system and thoroughly test it in real-world experiments, verifying its effective collision avoidance in dynamic environments.","2153-0866","978-1-6654-1714-3","10.1109/IROS51168.2021.9636117","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636117","","Navigation;Fuses;Design methodology;Robot sensing systems;Planning;Sensors;Trajectory","autonomous aerial vehicles;collision avoidance;gradient methods;helicopters;image sensors;mobile robots;optimisation;robot dynamics;robot vision","dynamic avoidance;gradient-based optimization;dynamic environments;autonomous flights;onboard vision;onboard sensing;occlusion-aware dynamic perception method;generic dynamic environment;model dynamic objects;signed distance field;modified kinodynamic path searching;planning method;customized quadrotor system;depth images","","17","","37","IEEE","16 Dec 2021","","","IEEE","IEEE Conferences"
"Towards Real-time Semantic RGB-D SLAM in Dynamic Environments","T. Ji; C. Wang; L. Xie","School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; Chen Wang is with the Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore","2021 IEEE International Conference on Robotics and Automation (ICRA)","18 Oct 2021","2021","","","11175","11181","Most of the existing visual SLAM methods heavily rely on a static world assumption and easily fail in dynamic environments. Some recent works eliminate the influence of dynamic objects by introducing deep learning-based semantic information to SLAM systems. However such methods suffer from high computational cost and cannot handle unknown objects. In this paper, we propose a real-time semantic RGBD SLAM system for dynamic environments that is capable of detecting both known and unknown moving objects. To reduce the computational cost, we only perform semantic segmentation on keyframes to remove known dynamic objects, and maintain a static map for robust camera tracking. Furthermore, we propose an efficient geometry module to detect unknown moving objects by clustering the depth image into a few regions and identifying the dynamic regions via their reprojection errors. The proposed method is evaluated on public datasets and realworld conditions. To the best of our knowledge, it is one of the first semantic RGB-D SLAM systems that run in real-time on a low-power embedded platform and provide high localization accuracy in dynamic environments.","2577-087X","978-1-7281-9077-8","10.1109/ICRA48506.2021.9561743","National Research Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9561743","","Geometry;Location awareness;Visualization;Simultaneous localization and mapping;Semantics;Real-time systems;Computational efficiency","cameras;image colour analysis;object detection;pattern clustering;SLAM (robots)","visual SLAM methods;deep learning-based semantic information;semantic segmentation;semantic RGB-D SLAM methods;dynamic region environments;computational cost reduction;geometry module;object detection;low-power embedded platform","","16","","32","IEEE","18 Oct 2021","","","IEEE","IEEE Conferences"
"NavRep: Unsupervised Representations for Reinforcement Learning of Robot Navigation in Dynamic Human Environments","D. Dugas; J. Nieto; R. Siegwart; J. J. Chung","Autonomous Systems Lab, ETH Zurich, Zurich, Switzerland; Autonomous Systems Lab, ETH Zurich, Zurich, Switzerland; Autonomous Systems Lab, ETH Zurich, Zurich, Switzerland; Autonomous Systems Lab, ETH Zurich, Zurich, Switzerland","2021 IEEE International Conference on Robotics and Automation (ICRA)","18 Oct 2021","2021","","","7829","7835","Robot navigation is a task where reinforcement learning approaches are still unable to compete with traditional path planning. State-of-the-art methods differ in small ways, and do not all provide reproducible, openly available implementations. This makes comparing methods a challenge. Recent research has shown that unsupervised learning methods can scale impressively, and be leveraged to solve difficult problems. In this work, we design ways in which unsupervised learning can be used to assist reinforcement learning for robot navigation. We train two end-to-end, and 18 unsupervised-learning-based architectures, and compare them, along with existing approaches, in unseen test cases. We demonstrate our approach working on a real life robot. Our results show that unsupervised learning methods are competitive with end-to-end methods. We also highlight the importance of various components such as input representation, predictive unsupervised learning, and latent features. We make all our models publicly available, as well as training and testing environments, and tools 1. This release also includes OpenAI-gym-compatible environments designed to emulate the training conditions described by other papers, with as much fidelity as possible. Our hope is that this helps in bringing together the field of RL for robot navigation, and allows meaningful comparisons across state-of-the-art methods.","2577-087X","978-1-7281-9077-8","10.1109/ICRA48506.2021.9560951","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9560951","","Training;Navigation;Computational modeling;Reinforcement learning;Tools;Robot sensing systems;Safety","control engineering computing;mobile robots;navigation;path planning;reinforcement learning;unsupervised learning","robot navigation;unsupervised-learning-based architectures;life robot;end-to-end methods;predictive unsupervised learning;unsupervised representations;dynamic human environments;reinforcement learning;path planning;NavRep;latent features;OpenAI-gym-compatible environments","","15","","20","IEEE","18 Oct 2021","","","IEEE","IEEE Conferences"
"Dynamic Risk Density for Autonomous Navigation in Cluttered Environments without Object Detection","A. Pierson; C. -I. Vasile; A. Gandhi; W. Schwarting; S. Karaman; D. Rus","Computer Science & Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA; Computer Science & Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA; Computer Science & Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA; Computer Science & Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA; Laboratory of Information and Decision Systems (LIDS), MIT, Cambridge, MA, USA; Computer Science & Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA","2019 International Conference on Robotics and Automation (ICRA)","12 Aug 2019","2019","","","5807","5814","In this paper, we examine the problem of navigating cluttered environments without explicit object detection and tracking. We introduce the dynamic risk density to map the congestion density and spatial flow of the environment to a cost function for the agent to determine risk when navigating that environment. We build upon our prior work, wherein the agent maps the density and motion of objects to an occupancy risk, then navigate the environment over a specified risk level set. Here, the agent does not need to identify objects to compute the occupancy risk, and instead computes this cost function using the occupancy density and velocity fields around them. Simulations show how this dynamic risk density encodes movement information for the ego agent and closely models the object-based congestion cost. We implement our dynamic risk density on an autonomous wheelchair and show how it can be used for navigating unstructured, crowded and cluttered environments.","2577-087X","978-1-5386-6027-0","10.1109/ICRA.2019.8793813","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8793813","","Navigation;Cost function;Wheelchairs;Dynamics;Vehicle dynamics;Planning;Level set","collision avoidance;handicapped aids;object detection;path planning;wheelchairs","dynamic risk density;congestion density;cost function;occupancy risk;velocity fields;object-based congestion cost;cluttered environments;autonomous navigation;object detection;object tracking;autonomous wheelchair","","13","","46","IEEE","12 Aug 2019","","","IEEE","IEEE Conferences"
"Planning Reactive Manipulation in Dynamic Environments","P. S. Schmitt; F. Wirnshofer; K. M. Wurm; G. v. Wichert; W. Burgard","Siemens Corporate Technology, Munich, Germany; Siemens Corporate Technology, Munich, Germany; Siemens Corporate Technology, Munich, Germany; Siemens Corporate Technology, Munich, Germany; Department of Computer Science, University of Freiburg, Germany","2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","28 Jan 2020","2019","","","136","143","When robots perform manipulation tasks, they need to determine their own movement, as well as how to make and break contact with objects in their environment. Reasoning about the motions of robots and objects simultaneously leads to a constrained planning problem in a high-dimensional state-space. Additionally, when environments change dynamically motions must be computed in real-time. To this end, we propose a feedback planner for manipulation. We model manipulation as constrained motion and use this model to automatically derive a set of constraint-based controllers. These controllers are used in a switching-control scheme, where the active controller is chosen by a reinforcement learning agent. Our approach is capable of addressing tasks with second-order dynamics, closed kinematic chains, and time-variant environments. We validated our approach in simulation and on a real, dual-arm robot. Extensive simulation of three distinct robots and tasks show a significant increase in robustness compared to a previous approach.","2153-0866","978-1-7281-4004-9","10.1109/IROS40897.2019.8968452","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968452","","Computational modeling;Reinforcement learning;Control systems;Robustness;Planning;Task analysis;Robots","feedback;learning systems;manipulator dynamics;manipulator kinematics;manipulators;motion control;path planning","dynamic environments;manipulation tasks;constrained planning problem;feedback planner;model manipulation;constrained motion;constraint-based controllers;switching-control scheme;reinforcement learning agent;second-order dynamics;closed kinematic chains;time-variant environments;dual-arm robot;reactive manipulation planning","","11","","29","IEEE","28 Jan 2020","","","IEEE","IEEE Conferences"
"RP-VIO: Robust Plane-based Visual-Inertial Odometry for Dynamic Environments","K. Ram; C. Kharyal; S. S. Harithas; K. Madhava Krishna","Robotics Research Center, IIIT Hyderabad, India; Robotics Research Center, IIIT Hyderabad, India; Robotics Research Center, IIIT Hyderabad, India; Robotics Research Center, IIIT Hyderabad, India","2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","16 Dec 2021","2021","","","9198","9205","Modern visual-inertial navigation systems (VINS) are faced with a critical challenge in real-world deployment: they need to operate reliably and robustly in highly dynamic environments. Current best solutions merely filter dynamic objects as outliers based on the semantics of the object category. Such an approach does not scale as it requires semantic classifiers to encompass all possibly-moving object classes; this is hard to define, let alone deploy. On the other hand, many realworld environments exhibit strong structural regularities in the form of planes such as walls and ground surfaces, which are also crucially static. We present RP-VIO, a monocular visual-inertial odometry system that leverages the simple geometry of these planes for improved robustness and accuracy in challenging dynamic environments. Since existing datasets have a limited number of dynamic elements, we also present a highly-dynamic, photorealistic synthetic dataset for a more effective evaluation of the capabilities of modern VINS systems. We evaluate our approach on this dataset, and three diverse sequences from standard datasets including two real-world dynamic sequences and show a significant improvement in robustness and accuracy over a state-of-the-art monocular visual-inertial odometry system. We also show in simulation an improvement over a simple dynamic-features masking approach. Our code and dataset are publicly available†.","2153-0866","978-1-6654-1714-3","10.1109/IROS51168.2021.9636522","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636522","","Solid modeling;Three-dimensional displays;Simultaneous localization and mapping;Navigation;Dynamics;Semantics;Predictive models","distance measurement;feature extraction;image sequences;inertial navigation;object detection;robot vision","simple dynamic-features masking approach;RP-VIO;robust plane-based visual-inertial odometry;modern visual-inertial navigation systems;real-world deployment;highly dynamic environments;dynamic objects;object category;semantic classifiers;realworld environments;strong structural regularities;improved robustness;dynamic elements;highly-dynamic dataset;photorealistic synthetic dataset;modern VINS systems;standard datasets;real-world dynamic sequences;monocular visual-inertial odometry system;possibly-moving object classes;three diverse sequences","","9","","44","IEEE","16 Dec 2021","","","IEEE","IEEE Conferences"
"Continuous-Time Collision Avoidance for Trajectory Optimization in Dynamic Environments","W. Merkt; V. Ivan; S. Vijayakumar","Institute for Perception, Action, and Behaviour, School of Informatics, The University of Edinburgh (Informatics Forum, 10 Crichton Street, Edinburgh, United Kingdom; Institute for Perception, Action, and Behaviour, School of Informatics, The University of Edinburgh (Informatics Forum, 10 Crichton Street, Edinburgh, United Kingdom; Institute for Perception, Action, and Behaviour, School of Informatics, The University of Edinburgh (Informatics Forum, 10 Crichton Street, Edinburgh, United Kingdom","2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","28 Jan 2020","2019","","","7248","7255","Common formulations to consider collision avoidance in trajectory optimization often use either preprocessed environments or only check and penalize collisions at discrete time steps. However, when only checking at discrete states, this requires either large margins that prevent manipulation close to obstacles or dense time discretization increasing the dimensionality of the optimization problem in complex environments. Nonetheless, collisions may still occur in the interpolation/transition between two valid states or in environments with thin obstacles. In this work, we introduce a computationally inexpensive continuous-time collision avoidance term in presence of static and moving obstacles. Our penalty is based on conservative advancement and harmonic potential fields and can be used as either a cost or constraint in off-the-shelf non-linear programming solvers. Due to the use of conservative advancement (collision checks) rather than distance computations, our method outperforms discrete collision avoidance based on signed distance constraints resulting in smooth motions with continuous-time safety while planning in discrete time. We evaluate our proposed continuous collision avoidance on scenarios including manipulation of moving targets, locomanipulation on mobile robots, manipulation trajectories for humanoids, and quadrotor path planning and compare penalty terms based on harmonic potential fields with ones derived from contact normals.","2153-0866","978-1-7281-4004-9","10.1109/IROS40897.2019.8967641","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967641","","","collision avoidance;discrete time systems;mobile robots;motion control;nonlinear programming;trajectory control","continuous-time safety;continuous collision avoidance;harmonic potential fields;trajectory optimization;dynamic environments;discrete time steps;conservative advancement;off-the-shelf nonlinear programming solvers;collision checks","","9","","27","IEEE","28 Jan 2020","","","IEEE","IEEE Conferences"
"Double-Prong ConvLSTM for Spatiotemporal Occupancy Prediction in Dynamic Environments","M. Toyungyernsub; M. Itkina; R. Senanayake; M. J. Kochenderfer","Stanford University, CA, USA; Stanford University, CA, USA; Stanford University, CA, USA; Stanford University, CA, USA","2021 IEEE International Conference on Robotics and Automation (ICRA)","18 Oct 2021","2021","","","13931","13937","Predicting the future occupancy state of an environment is important to enable informed decisions for autonomous vehicles. Common challenges in occupancy prediction include vanishing dynamic objects and blurred predictions, especially for long prediction horizons. In this work, we propose a double-prong neural network architecture to predict the spatiotemporal evolution of the occupancy state. One prong is dedicated to predicting how the static environment will be observed by the moving ego vehicle. The other prong predicts how the dynamic objects in the environment will move. Experiments conducted on the real-world Waymo Open Dataset indicate that the fused output of the two prongs is capable of retaining dynamic objects and reducing blurriness in the predictions for longer time horizons than baseline models.","2577-087X","978-1-7281-9077-8","10.1109/ICRA48506.2021.9561940","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9561940","","Deep learning;Tracking;Conferences;Dynamics;Neural networks;Object detection;Predictive models","edge detection;image restoration;mobile robots;motion estimation;neural nets;object detection;sensor fusion","autonomous vehicles;common challenges;dynamic objects;blurred predictions;long prediction horizons;double-prong neural network architecture;spatiotemporal evolution;static environment;moving ego vehicle;prongs;reducing blurriness;double-prong ConvLSTM;spatiotemporal occupancy prediction;dynamic environments;future occupancy state;informed decisions","","8","","20","IEEE","18 Oct 2021","","","IEEE","IEEE Conferences"
"Sensor Fusion-based Anthropomorphic Control of Under-Actuated Bionic Hand in Dynamic Environment","H. Su; J. Zhang; J. Fu; S. E. Ovur; W. Qi; G. Li; Y. Hu; Z. Li","Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milano, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milano, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milano, Italy; Department of Electrical and Electronic Engineering, Imperial College London, United Kingdom; Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milano, Italy; Department of Automation, University of Science and Technology of China, China; Department of Informatics, Technical University of Munich, Munich, Germany; Department of Automation, University of Science and Technology of China, China","2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","16 Dec 2021","2021","","","2722","2727","Under-actuated bionic hands have achieved tremendous popularity in many fields because of their advantages of lightweight, budget-friendly, satisfactory flexibility, and adaptability. Except for the bionic mechanical design, various anthropomorphic control strategies have been proposed and investigated in the last decades. However, due to its under-actuated characteristic, there are still many challenges for anthropomorphic control of all the degrees of freedom (DOFs) using less input. It is challenging to map the human hand kinematic synergies on robotic hands, particularly for a dynamic environment. Therefore, it is worth studying how to control the under-actuated bionic hand effectively in a dynamic environment. In this paper, an anthropomorphic control method is proposed using sensor fusion of hand kinematic inputs to control the under-actuated bionic hand. In order to map the kinematics of human fingers to the bionic hand, a novel finger bending angle is defined to represent the posture of human fingers. Multiple Leap Motion Controllers (LMC) are fused to estimate the stable and accurate finger bending angles to avoid the occlusion problem. Finally, experiments with real-time control of the under-actuated bionic hand are implemented to demonstrate the proposed approach’s effectiveness.","2153-0866","978-1-6654-1714-3","10.1109/IROS51168.2021.9636436","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636436","","Dynamics;Kinematics;Bending;Sensor fusion;Robot sensing systems;Real-time systems;Intelligent robots","bending;biomechanics;dexterous manipulators;manipulator kinematics;motion control;sensor fusion","under-actuated bionic hand;dynamic environment;sensor fusion-based anthropomorphic control;human hand kinematic synergies;multiple leap motion controllers;bionic mechanical design","","8","","23","IEEE","16 Dec 2021","","","IEEE","IEEE Conferences"
"AcousticFusion: Fusing Sound Source Localization to Visual SLAM in Dynamic Environments","T. Zhang; H. Zhang; X. Li; J. Chen; T. L. Lam; S. Vijayakumar","Shenzhen Institute of Artificial Intelligence and Robotics for Society, Chinese University of Hong Kong, Shenzhen; Shenzhen Institute of Artificial Intelligence and Robotics for Society, Chinese University of Hong Kong, Shenzhen; Westlake University & Westlake Institute for Advanced Study, Hangzhou, China; Shenzhen Institute of Artificial Intelligence and Robotics for Society, Chinese University of Hong Kong, Shenzhen; School of Science and Engineering, Chinese University of Hong Kong, Shenzhen; School of Informatics, The University of Edinburgh and The Alan Turing Institute, United Kingdom","2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","16 Dec 2021","2021","","","6868","6875","Dynamic objects in the environment, such as people and other agents, lead to challenges for existing simultaneous localization and mapping (SLAM) approaches. To deal with dynamic environments, computer vision researchers usually apply some learning-based object detectors to remove these dynamic objects. However, these object detectors are computationally too expensive for mobile robot on-board processing. In practical applications, these objects output noisy sounds that can be effectively detected by on-board sound source localization. The directional information of the sound source object can be efficiently obtained by direction of sound arrival (DoA) estimation, but the depth estimation is difficult. Therefore, in this paper, we propose a novel audio-visual fusion approach that fuses sound source direction into the RGB-D image and thus removes the effect of dynamic obstacles on the multi-robot SLAM system. Experimental results of multirobot SLAM in different dynamic environments show that the proposed method uses very small computational resources to obtain very stable self-localization results.","2153-0866","978-1-6654-1714-3","10.1109/IROS51168.2021.9636585","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636585","","Location awareness;Visualization;Simultaneous localization and mapping;Estimation;Detectors;Robustness;Real-time systems","computer vision;direction-of-arrival estimation;learning (artificial intelligence);mobile robots;multi-robot systems;object detection;robot vision;SLAM (robots)","fusing sound source localization;visual SLAM;dynamic objects;computer vision researchers;learning-based object detectors;mobile robot on-board processing;objects output noisy sounds;on-board sound source localization;directional information;sound source object;sound arrival estimation;novel audio-visual fusion approach;sound source direction;dynamic obstacles;multirobot SLAM system;different dynamic environments;stable self-localization results","","8","","26","IEEE","16 Dec 2021","","","IEEE","IEEE Conferences"
