Document Title,Authors,Publication Year,PDF Link,Implementation?,Abstract Summary
Role Discovery in Observed Multi-Agent Systems Over Time through Matrix Factorization,B. Reily; M. Don; J. G. Rogers; C. Reardon,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620581,NO,"Our approach learns probabilities that agents play different roles while also discovering the number of distinct roles that exist in the multiagent system, and is proven to converge to the optimal solution. Whether the unknown system consists of humans, robots, or other entities, the capability to discover the roles that various agents play in the multi-agent system is necessary to fully understand it."
Exploring the Roles of Agents and Multi-Agent in Improving Mobile Ad Hoc Networks,M. A. Jubair; A. I. M. Alabdullah; S. A. Mostafa; A. Mustapha; M. H. Hassan; S. S. Gunasekaran,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567772,NO,"We are experiencing a rapid evolution and advancement of technologies that are capable of supporting the formulation and implementation of robust and adaptive network architectures designed for mobile and dynamic environments. The importance of such technologies for the future of DoD networking is evident, particularly in the front edge of the battlespace where there is a need for robust and self-organizing network."
Multi-agent Pursuit-Evasion Under Uncertainties with Redundant Robot Assignments: Extended Abstract,L. Zhang; A. Prorok; S. Bhattacharya,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901055,NO,"The pursuers (robots), using only noisy on-board sensors, can make a probabilistic estimation of positions of multiple moving evaders based on sensor measurements of signals emitted by the evaders. We model the evaders' motion as a time-varying Markov process, and along with stochastic measurements, the pursuers use Markov Localization to update the probability distribution of the evaders."
A Survey of Multi-Agent System Approach in Risk Assessment,M. H. Hassan; S. A. Mostafa; A. Mustapha; M. H. Abd Wahab; D. Md Nor,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540551,NO,Static risk and its circumstances do not significantly change over time while dynamic risk arises out of the changes in interrelated circumstances. The survey outcomes an illustration of the roles and contributions of the MAS in the Dynamic Risk Assessment (DRA) field.
Exploring the Role of Agent and Multi-Agent in Data Fusion Systems,S. A. Kashinath; S. A. Mostafa; A. Mustapha; D. Lim; M. F. Md Fudzee; S. Ismail,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567851,NO,"Recently, various complex and distributed systems such as Internet of Things (IoT) systems are implemented where many sensors and data sources are allocated to collect heterogeneous data. As a result, agents have the ability to improve communication and decision-making among data fusion modules and ensure producing better features or values during the fusion processes."
Effective Heuristics for Multi-Robot Path Planning in Warehouse Environments,S. D. Han; J. Yu,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901065,NO,"In this preliminary study, we propose a new centralized decoupled algorithm for solving one-shot and dynamic optimal multi-robot path planning problems in a grid-based setting mainly targeting warehouse like environments. In particular, we exploit two novel and effective heuristics: path diversification and optimal sub-problem solution databases."
Local Advantage Actor-Critic for Robust Multi-Agent Deep Reinforcement Learning,Y. Xiao; X. Lyu; C. Amato,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620607,NO,"Policy gradient methods have become popular in multi-agent reinforcement learning, but they suffer from high variance due to the presence of environmental stochasticity and exploring agents (i.e., non-stationarity), which is potentially worsened by the difficulty in credit assignment. By using this local critic, each agent calculates a baseline to reduce variance on its policy gradient estimation, which results in an expected advantage action-value over other agents' choices that implicitly improves credit assignment."
Reactive Multi-Fitness Learning for Robust Multiagent Teaming,C. Yates; A. A. Aydeniz; K. Tumer,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620689,NO,"Multi-robot systems deployed in remote missions for longitudinal tasks (tasks that occur over extended periods of time) are not only required to perform their initial tasks, but also need to react to changes in environmental conditions. We show that the agents using R-MFL are able to react to unforeseen changes without catastrophic forgetting, and identify when and where they need to react during a deployment."
Development of a Multi-Agent Approach for a Smart Library Management System,B. A. Khalaf; N. A. Majeed Alhammadi; S. A. Mostafa; A. A. Ramli; H. Mahdin; S. Kasim; N. Alduais; M. S. Jawad,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567864,NO,"In one organizational issue, the complexity of organizing books and other learning resources in the library is very high given the limited number of staff against the increasing number of books and students. This paper proposes a Smart Library Management System (SLMS) based on a multi-agent approach for organizing and managing books and other learning resources in university libraries."
A Multi-Agent Ad Hoc On-Demand Distance Vector for Improving the Quality of Service in MANETs,S. A. Mostafa; A. Y. C. Tang; M. H. Hassan; M. A. Jubair; S. H. Khaleefah,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540554,NO,"Even though the delay is a significant parameter that has a direct effect on the performance of the network, other parameters such as energy consumption are necessary to establish efficiency routes. Therefore, this paper proposes employing a Multi-Agent System (MAS) for the establishment of efficient routes from the source to destination nodes in AODV, namely MAAODV protocol."
Implementing an Agent-based Multi-Natural Language Anti-Spam Model,M. A. Mohammed; S. S. Gunasekaran; S. A. Mostafa; A. Mustafa; M. K. A. Ghani,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540555,NO,"Several studies have looked into the influence of the spam on the economy, financial, marketing, business and management, while others deliberate the impact of the spam on the security and privacy. The spam is a negative practice of illegitimate use to the email services through unsolicited email such as phishing for scam practices which affects the email reliability."
Decentralized Multi-Agent Strategy Synthesis under LTLf Specifications via Exchange of Least-Limiting Advisers,G. F. Schuppe; J. Tumova,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620561,NO,"A key step is treating safety and liveness separately, by synthesizing necessary safety and fairness assumptions and iteratively exchanging them in the form of advisers between the agents. We propose an approach where the problem is turned into a number of individual two and a half player stochastic games with reachability objectives."
Self-Reactive Planning of Multi-Robots with Dynamic Task Assignments,Q. Yang; Z. Luo; W. Song; R. Parasuraman,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901075,NO,"To adapt to dynamic environments effectively, and maximize the utility of the group, robots need to cooperate, share their local information, and make a suitable plan according to the specific scenario. Multi-Robot Systems and Swarms are intelligent systems in which a large number of agents are coordinated in a distributed and decentralized way."
Transportation of Deformable Payload through Static and Dynamic Obstacles using Loosely Coupled Nonholonomic Robots,S. Chand; P. Verma; R. Tallamraju; K. Karlapalem,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901069,NO,The following topics are dealt with: mobile robots; multi-robot systems; path planning; collision avoidance; multi-agent systems; decentralised control; motion control; learning (artificial intelligence); optimisation; control engineering computing.
Decentralised self-organising maps for the online orienteering problem with neighbourhoods,G. Best; G. A. Hollinger,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901053,NO,"We propose a decentralised variant of the self-organising map (SOM) learning procedure, named Dec-SOM, which efficiently finds plans for a team of robots in a non-myopic manner. Preliminary simulation results indicate that Dec-SOM outperforms baseline methods and is a viable solution for decentralised, online, and non-myopic information gathering."
Multi-Robot Control Using Coverage Over Time-Varying Domains: Extended Abstract,X. Xu; Y. Diaz-Mercado,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901067,NO,"The result is an approach that is agnostic to the size of the multi-robot team and that does not require assignments of roles, e.g., leaders and followers. The modified coverage optimization problem is stated to accommodate time-varying domains, and a control strategy is proposed to solve the problem with exponential convergence guarantees."
Monitoring Access to User Defined Areas with Multi-Agent Team in Urban Environments,M. Gupta; M. C. Lin; D. Manocha; H. Xu; M. Otte,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901057,NO,"We demonstrate the usefulness of the algorithm through experimental simulations in an urban environment, and show how the min-cuts subroutine (used to reduce the number of agents required) can be implemented in a distributed way across the multi-agent team to enable better solutions to be found more quickly. The algorithm works by analyzing the geometric structure of the environment, and placing agents at advantageous positions in the environment, such as bottlenecks, to create a defensive perimeter of agents alongside physical obstacles (e.g."
Dirichlet-Multinomial Counterfactual Rewards for Heterogeneous Multiagent Systems,G. Dixit; N. Zerbel; K. Tumer,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901077,NO,"In homogeneous systems, recent work has demonstrated that “stepping stone” rewards are an effective way to provide agents with feedback on potentially valuable actions even when the agent-to-agent coupling requirements of an objective are not satisfied. We also show that DMCS outperforms a random partner selection baseline by over 40%, and we demonstrate how domain knowledge can be used to induce a prior to guide the agent learning process."
Cooperative Multi-Agent Path Finding: Beyond Path Planning and Collision Avoidance,N. Greshler; O. Gordon; O. Salzman; N. Shimkin,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620590,NO,"To this end, we formalize the Co-MAPF problem and introduce Cooperative Conflict-Based Search (Co-CBS), a CBS-based algorithm for solving the problem optimally for a wide set of Co-MAPF problems. In this setting, a group of autonomous agents operate in a shared environment and have to complete cooperative tasks while avoiding collisions with each other."
BotNet: A Simulator for Studying the Effects of Accurate Communication Models on Multi-Agent and Swarm Control,M. Selden; J. Zhou; F. Campos; N. Lambert; D. Drew; K. S. J. Pister,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620611,NO,"Findings from studies of mobile and high node-count radio-frequency (RF) mesh networks have only been transferred to the domain of multi-robot systems to a limited extent, and typical multi-agent robotic simulators often depend on simple propagation models that do not reflect the behavior of realistic RF networks. Using this simulator we show how more accurate communications models can limit even simple multi-robot control tasks such as flocking and formation control, with agent counts ranging from 10 up to 2500 agents."
Security Enhancement During Agents Communication in GNA Approach,K. A. Mohammed; M. Abdul Majid; M. S. Ahmad,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540550,NO,"However, despite the features of the proposed security models, there is still a lack of research effort in security aspects for multi-agent systems, which is considered as a critical challenge. Due to uncertainties of an agent and its potential behavior, especially in human-agent collaboration systems, an agent might behave fraudulently to its partners (humans or agents)."
Preface from the chair,,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540541,NO,"This year, from the support of all delegates, we have succeeded to organize International Symposium on Agents, Multi-Agent Systems and Robotics 2018 (ISAMSR2018), International Conference on Advances in Computing and Intelligent System 2018 (ICACIS2018), International Conference on Electronic and System Engineering 2018 (ICESE2018) and International Conference on Sustainable and Green Technology 2018 (SIGHT2018). I hope, not only that all participants will find this conference interesting and informative but at the same time they will have the opportunity to engage with other researchers for future research development and collaboration."
A Real-Time Autonomous Flight Navigation Trajectory Assessment for Unmanned Aerial Vehicles,S. A. Mostafa; A. Mustapha; A. U. Shamsudin; A. Ahmad; M. S. Ahmad; S. Shamini Gunasekaran,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540544,NO,"To this end, this paper proposes a Performance Visualized Assessment (PV A) model to assess the performance quality of an autonomous UA V system in indoor environments. The results show the ability of the model to estimate and visualize the performance quality of the search missions with convenient accuracy."
Agent-based Self-regulated Learning Simulation Adopting the Concept of GUSC Model,S. Ismail; S. H. Shaikh Ali; M. H. Abu Bakar,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540556,NO,"This paper presents the process of analysing students' online SRL behaviour throughout a semester, taking into account a technical course as the benchmark case study, and designing the agent- based simulation for lecturers' prediction on students' online SRL behaviour. The design of the multi-agent system is possible with the availability of data and knowledge on how these data could be interpreted by the software agents to present an SRL process in both graphical and text report forms."
A Hardware and Software Testbed for Underactuated Self-Assembling Robots: Extended Abstract,A. Nilles; J. Wasserman; A. Born; C. Horn; J. Born; S. M. LaValle,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901081,NO,"The advantage of our testbed for studying distributed robotic systems is that these robots can be made quickly and cheaply, are relatively small, and do not require complex or expensive environments. There has been recent interest into the control of nano- and micro-scale active particle systems, but these systems are often difficult to manufacture and observe, hindering control research."
Towards an Online approach for Knowledge Communication Planning: Extended Abstract,N. Tsiogkas; D. M. Lane,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901086,NO,It proposes the use of dynamic action sets combined with a Determinized Sparse Partially Observable Tree structure that can address the communication decision problem in an online fashion. Explicit coordination among robot usually requires a method to exchange information regarding their intentions and their knowledge of the world.
Eye Center Detection Using Combined Viola-Jones and Neural Network Algorithms,F. N. Ibrahim; Z. M. Zin; N. Ibrahim,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540543,NO,"The process of calibration is done by tracking the user's attention at 5 and 9 points of calibration process using a webcam. Thus, as the first step, the calibration points have been set on the user's screen display for the eye tracking process."
Non-Uniform Policies for Multi-Robot Asymmetric Perimeter Patrol in Adversarial Domains - EXTENDED ABSTRACT,Y. Oshart; N. Agmon; S. Kraus,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901080,NO,"In this work we examine the Closed Perimeter Patrol in Adversarial Domain problem, in which robots travel along a closed perimeter and the adversary is aware of the robots' patrol policy. Unlike former works which focused on symmetric tracks, we explore the more realistic asymmetric track scenarios and show that in non-deterministic patrol schemes, non-uniform probability models are better than uniform ones."
Formulation of Mandatory Task Algorithm Using Task Prioritization Technique,S. G. Ka Hong; A. Ahmad; A. T. Yee Chong,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540542,NO,This study presents the formulation of an algorithm to assist and automate robotic appliances in selecting which incoming task needs to carried out first in real time without any much human intervention. A mandatory task is known as an important and urgent task that needs to be completed first before finishing other tasks.
Data-Efficient Decentralized Place Recognition with 3D Constellations of Objects: Extended Abstract,B. Ramtoula; R. de Azambuja; G. Beltrame,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901073,NO,"During the place recognition and optimization steps of multi-robot Simultaneous Localization and Mapping (SLAM), robots need to consider information gathered from other robots working in parallel to build a global map. For these steps, major adaptations of single robot SLAM techniques are necessary to cope with challenges and constraints inherent to multi-robot systems [1]."
A Workload Manager: The Pre-assessment in Sincere Software Agent Environment,N. H. Jaafar; A. Ahmad; M. S. Ahmad; N. H. Abdul Hamid,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540547,NO,"These evaluators are used to evaluate the capability of an agent before taking any task from its teammate and also to determine the right time for the agent to offer the favour to its teammate. However, a mechanism to avoid imbalance in workload between software agents should be established to avoid the sincere agent from taking many tasks from its teammates until it cannot timely complete its own task."
Design and Implementation of Computer-Based Aptitude Test for Computer Engineering with Fuzzy Algorithm,D. Tontiardo; B. Dirgantoro; C. Setianingsih; H. Loberto,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567739,NO,"Aptitude become one of major problem to determine the specialization in college, that sometimes make some individual to choose poorly and causing them to choose the wrong specialization that didn't match their aptitude, however the specialization can be observed and determined from early stage using the help of technology. One of the method that can be used is psychological test, psychological test is used for determine the individual psychological state that can be seen from non-physical aspect such as intelligence, intelligence have a major role on individual's Aptitude."
Social Presence in Digital Community,S. Ismail; S. H. Shaikh Ali,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540559,NO,"Digital community is the current trend in knowledge economy, where knowledge is shared and sought after by people in community over the Internet and the cloud, yet it is not limited to only teaching and learning institutions. The need for social presence is becoming more important for a person with knowledge, hence the idea of embedding software agents in digital community to identify knowledge experts and promote them to increase social presence."
Towards Software Engineering Perspective for BDI Agent,S. Y. Wai; W. S. Cheah; S. K. Wai; M. A. Khairuddin,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567829,NO,"As simulation is one of the pillars in IR4.0, it is undoubtedly that there will be a higher demand and usage of agent simulation in real world problem. Inline with the works on Software Engineering for AI application development, this paper introduces an alternative method to model BDI agent through a software engineering perspective."
The Implementation of Reinforcement Learning Algorithm for AI Bot in Fighting Video Game,A. A. Bin Ramlan; A. M. Ali; N. H. Abdul Hamid; R. Osman,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567749,NO,"This project's findings will be helpful for the game developers in developing AI for their games and benefit the game players who will interact with the AI in those games. The agent in this project will receive raw data from the environment as input, and the agent will then act based on the environment rather than predetermined action."
Computational and Structural Advantages of Pairwise Flocking,G. Nagy; A. Thornton; H. Ling; G. McIvor; N. T. Ouellette; R. Vaughan,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901049,NO,"In this paper we consider synthetic flocks containing pairs, and show that this structure can be used to reduce paired agents' tracking workloads by approximately half, while also providing a more stable flock despite the fewer tracking interactions. Biologists have shown that certain species of birds flock in groups at least partially composed of pairs, believed to be stable mate pairs."
A Self-Adaptive Agent-Based Dynamic Processes Simulation Modelling Framework,Y. L. Loo; A. Ahmad; A. Mustapha; S. A. Mostafa,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567854,NO,"The self-adaptive simulation model was able to construct simulation model and generate replicable results based on different combinations of key parameter inputs entered into the simulation system. However, the efforts were not continued, most probably due to the main gap of having domain-specific models developed for each specific simulation objectives were not addressed."
Decentralized Multi-Floor Exploration by a Swarm of Miniature Robots Teaming with Wall-Climbing Units,J. L. Kit; A. G. Dharmawan; D. Mateo; S. Foong; G. S. Soh; R. Bouffanais; K. L. Wood,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901058,NO,"Several units of the second variant-a wheg-based wall-climbing unit-are used to support the swarm of mapping robots when simultaneously exploring multiple floors by expanding the distributed communication channel necessary for the coordinated behavior among platforms. In this paper, we consider the problem of collectively exploring unknown and dynamic environments with a decentralized heterogeneous multi-robot system consisting of multiple units of two variants of a miniature robot."
An Emotional Agent for the Analysis of Customer Satisfaction Surveys,S. N. Mansor; S. A. Mostafa; A. Mustapha; R. Darman,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540548,NO,"The ability of software agents to know the type of conditions that generate emotional states regarding a particular behaviour or event require a specific domain knowledge and emotion mechanisms. Meanwhile, analyzing the Customer Satisfaction Survey (CSS) of particulars such as a company, brand, item, product or service reveal the customers' emotions regarding these particulars."
Multirobot Simultaneous Path Planning and Task Assignment on Graphs with Stochastic Costs,F. Yang; N. Chakraborty,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901052,NO,"Multi-robot task allocation problems where robots have to move to target destinations arises in a number of applications including search and rescue, goods or parts transfer in warehouses. The problem of task allocation, i.e., allocation of robots to target destinations is coupled with the problem of computing a path for the robots to the destination."
Agent-mediation in RADT Framework for Self-Quarantine Monitoring,S. Ismail; H. Mazuki; H. S. Husin,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567828,NO,"With the situation of self-quarantined individuals found to be in public places against the rules, causing threat to the spread of the COVID-19 virus, the health industry and the whole nation started to revisit the monitoring capabilities in hand that runs parallel with the massive fight against the pandemic. This framework consists of four main software agents performing tasks from data capture in sensor device to the analysis and transmission of alerts to health officers and appointed recipients."
Stochastic Assignment for Deploying Multiple Marsupial Robots,C. Y. H. Lee; G. Best; G. A. Hollinger,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620693,NO,"We propose a centralized heuristic search algorithm for the multiple-carrier robot deployment problem that combines Monte Carlo Tree Search with a dynamic programming-based solution to the Sequential Stochastic Assignment Problem as a rollout action-selection policy. Marsupial robot teams consist of carrier robots that transport and deploy multiple passenger robots, such as a team of ground robots that carry and deploy multiple aerial robots, to rapidly explore complex environments."
Trajectory Planning for the Shapeshifting of Autonomous Surface Vessels,B. Gheneti; S. Park; R. Kelly; D. Meyers; P. Leoni; C. Ratti; D. Rus,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901099,NO,"Each vessel is designed to latch with and unlatch from other vessels, which we aim to use to create dynamic infrastructure, such as on-demand bridges and temporary market squares, in canal environments. We conceive a physical platform of the reconfigurable modular vessels and, through swimming pool experiments, show the efficacy of our trajectory planning algorithm for the shapeshifting of the vessels."
Robust Perimeter Defense using Control Barrier Functions,L. Guerrero-Bonilla; C. Nieto-Granda; M. Egerstedt,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620572,NO,"The proposed control law can be adjusted to make the defenders reach a suitable defense position before the arrival of the intruder, providing robustness against parametric uncertainties or unmodeled dynamics that could delay the defender and jeopardize the defense. In this paper, a control law for multi-robot perimeter defense is proposed, whereby a team of robots are to move along the perimeter of a region in such a way as to prevent intrusions."
Characterization of Grasp Configurations for Multi-Robot Object Pushing,F. Bertoncelli; F. Ruggiero; L. Sabattini,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620678,NO,"This paper considers the problem of characterizing the quality of a contact configuration with respect to a planar pushing manipulation task, which represents a common non-prehensile manipulation primitive. In particular, a series of indices are proposed as a suitable characterization and are evaluated against metrics expressing both the energy efficiency and efficacy of a manipulation task."
Detecting Anomaly in IoT Devices using Multi-Threaded Autonomous Anomaly Detection,M. Y. Iqbal Basheer; A. M. Ali; N. H. Abdul Hamid; M. A. Mohd Ariffin; R. Osman; S. Nordin,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567894,NO,"Hence, this paper aims to prove that multi-threaded or asynchronous processing is much more efficient and faster in handling dynamic streaming data from IoT devices than single-threaded AAD. In this paper, we proposed a multi-threaded anomaly detection algorithm that works autonomously and without any prior assumption in streaming data."
Design and Simulation of a Multi-Robot Architecture for Large-Scale Construction Projects,V. Thangavelu; N. Napp,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620673,NO,"In this work, we propose a flexible system architecture, MARSala, that allows teams of distributed mobile robots to construct motion support structures in large and unstructured environments using purely local interactions. The paper primarily focuses on the deliberative layer of the architecture which provides a means for formulating a construction project as a motion support structure construction problem."
A Text Mining Algorithm Optimising the Determination of Relevant Studies,M. Khashfeh; M. A. Mahmoud; M. S. Ahmad,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540553,NO,"The Preparation includes the processes, split content to paragraphs; paragraph length determination; converting text to lower case; text typography factor; content tokenization, removing stop words. The proposed algorithm would be useful in providing an alternative means of searching highly relevant content from large databases."
"Decentralized Gathering of Stochastic, Oblivious Agents on a Grid: A Case Study with 3D M-Blocks",A. Özdemir; J. W. Romanishin; R. Groß; D. Rus,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901074,NO,"For one of the control policies, computer simulations show that groups of up to 20 agents consistently reach Pareto optimal configurations, whereas groups of 1000 agents, given the same amount of time, improve the compactness of their configurations on average by 89.20%. We prove that a group of agents, irrespective of initial positions, will almost surely reach a Pareto optimal configuration in finite time."
Distributed Self-Assembly of Cantilevers by Force-Aware Robots,E. Bray; R. Groß,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620697,NO,"Two distributed self-assembly algorithms are presented that consider local force information to ensure links between agents do not break: one in which agents move one at a time, and another where multiple agents move simultaneously. Inspired by how ants construct bridges out of their bodies, this paper investigates how a swarm of autonomous robotic agents could self-assemble into cantilevers as a first step towards constructing bridges."
Empirical Evaluation of Guidelines for Prototyping Sociotechnical Systems in JADE Framework,M. Mahunnah; K. Taveter; C. W. Shiang; S. Y. Wai,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540558,NO,"The evaluation results of the JADE prototyping guidelines ascertain that they are more effective for the development of agent knowledge of sociotechnical systems in JADE framework than the current practice of using JADE website resources alone. In the future work, we will conduct another empirical study with a large sample size of professionals that aims to increase the confidence in the results obtained from this empirical study."
