"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Boosting Crowd Counting via Multifaceted Attention","H. Lin; Z. Ma; R. Ji; Y. Wang; X. Hong","School of Cyber Science and Engineering, Xi'an Jiaotong University; Shenzhen Institute of Advanced Technology, Chinese Academy of Science; Xiamen University; Peng Cheng Laboratory; School of Cyber Science and Engineering, Xi'an Jiaotong University","2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","27 Sep 2022","2022","","","19596","19605","This paper focuses on the challenging crowd counting task. As large-scale variations often exist within crowd images, neither fixed-size convolution kernel of CNN nor fixed-size attention of recent vision transformers can well handle this kind of variations. To address this problem, we propose a Multifaceted Attention Network (MAN) to improve transformer models in local spatial relation encoding. MAN incorporates global attention from vanilla transformer, learnable local attention, and instance attention into a counting model. Firstly, the local Learnable Region Attention (LRA) is proposed to assign attention exclusive for each feature location dynamically. Secondly, we design the Local Attention Regularization to supervise the training of LRA by minimizing the deviation among the attention for different feature locations. Finally, we provide an Instance Attention mechanism to focus on the most important instances dynamically during training. Extensive experiments on four challenging crowd counting datasets namely ShanghaiTech, UCF-QNRF, JHU++, and NWPU have validated the proposed method. Code: https://github.com/LoraLinH/Boosting-Crowd-Counting-via-Multifaceted-Attention.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.01901","National Key Research and Development Project of China(grant numbers:2019YFB1312000); National Natural Science Foundation of China(grant numbers:62076195,U20B2052); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880163","Scene analysis and understanding; Deep learning architectures and techniques; Representation learning","Training;Computer vision;Convolution;Computational modeling;Pipelines;Transformers;Encoding","computer vision;feature extraction;image classification;learning (artificial intelligence)","Boosting Crowd Counting;crowd counting task;large-scale variations;crowd images;fixed-size convolution kernel;CNN nor fixed-size attention;vision transformers;Multifaceted Attention Network;transformer models;local spatial relation encoding;global attention;vanilla transformer;learnable local attention;counting model;local Learnable Region Attention;LRA;feature location;Local Attention Regularization;different feature locations;Instance Attention mechanism","","34","","54","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
"TrafficSim: Learning to Simulate Realistic Multi-Agent Behaviors","S. Suo; S. Regalado; S. Casas; R. Urtasun",Uber ATG; University of Waterloo; Uber ATG; Uber ATG,"2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","2 Nov 2021","2021","","","10395","10404","Simulation has the potential to massively scale evaluation of self-driving systems, enabling rapid development as well as safe deployment. Bridging the gap between simulation and the real world requires realistic multi-agent behaviors. Existing simulation environments rely on heuristic-based models that directly encode traffic rules, which cannot capture irregular maneuvers (e.g., nudging, U-turns) and complex interactions (e.g., yielding, merging). In contrast, we leverage real-world data to learn directly from human demonstration, and thus capture more naturalistic driving behaviors. To this end, we propose TrafficSim, a multi-agent behavior model for realistic traffic simulation. In particular, we parameterize the policy with an implicit la-tent variable model that generates socially-consistent plans for all actors in the scene jointly. To learn a robust policy amenable for long horizon simulation, we unroll the policy in training and optimize through the fully differentiable simulation across time. Our learning objective incorporates both human demonstrations as well as common sense. We show TrafficSim generates significantly more realistic traffic scenarios as compared to a diverse set of baselines. Notably, we can exploit trajectories generated by TrafficSim as effective data augmentation for training better motion planner.","2575-7075","978-1-6654-4509-2","10.1109/CVPR46437.2021.01026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9577667","","Training;Computer vision;Merging;Traffic control;Trajectory;Safety;Pattern recognition","behavioural sciences computing;driver information systems;learning (artificial intelligence);multi-agent systems;road traffic","TrafficSim;traffic scenarios;simulation environments;heuristic-based models;traffic rules;naturalistic driving behaviors;multiagent behavior model;realistic traffic simulation;implicit latent variable model;long horizon simulation;fully differentiable simulation;learning objective;realistic multiagent behavior simulation;data augmentation;motion planner","","50","","43","IEEE","2 Nov 2021","","","IEEE","IEEE Conferences"
"Multi-Agent Automated Machine Learning","Z. Wang; K. Su; J. Zhang; H. Jia; Q. Ye; X. Xie; Z. Lu",Peking University; Peking University; Huawei; Peking University; Peng Cheng Lab; Peking University; Peking University,"2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","22 Aug 2023","2023","","","11960","11969","In this paper, we propose multi-agent automated machine learning (MA2ML) with the aim to effectively handle joint optimization of modules in automated machine learning (AutoML). MA2ML takes each machine learning module, such as data augmentation (AUG), neural architecture search (NAS), or hyper-parameters (HPO), as an agent and the final performance as the reward, to formulate a multi-agent reinforcement learning problem. MA2ML explicitly assigns credit to each agent according to its marginal contribution to enhance cooperation among modules, and incorporates off-policy learning to improve search efficiency. Theoretically, MA2ML guarantees monotonic improvement of joint optimization. Extensive experiments show that MA2ML yields the state-of-the-art top-1 accuracy on ImageNet under constraints of computational cost, e.g., 79.7%/80.5% with FLOPs fewer than 600M/800M. Exten\sive ablation studies verify the benefits of credit assignment and off-policy learning of MA2ML.","2575-7075","979-8-3503-0129-8","10.1109/CVPR52729.2023.01151","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10205095","Deep learning architectures and techniques","Training;Costs;Semantic segmentation;Pipelines;Transforms;Reinforcement learning;Search problems","data augmentation;learning (artificial intelligence);multi-agent systems;neural net architecture;reinforcement learning;search problems","joint optimization;MA2ML guarantees monotonic improvement;MA2ML yields;multiagent automated machine learning;multiagent reinforcement learning problem;off-policy learning","","","","54","IEEE","22 Aug 2023","","","IEEE","IEEE Conferences"
"Diverse Generation for Multi-Agent Sports Games","R. A. Yeh; A. G. Schwing; J. Huang; K. Murphy",University of Illinois at Urbana-Champaign; University of Illinois at Urbana-Champaign; University of Illinois at Urbana-Champaign; University of Illinois at Urbana-Champaign,"2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9 Jan 2020","2019","","","4605","4614","In this paper, we propose a new generative model for multi-agent trajectory data, focusing on the case of multi-player sports games. Our model leverages graph neural networks (GNNs) and variational recurrent neural networks (VRNNs) to achieve a permutation equivariant model suitable for sports. On two challenging datasets (basketball and soccer), we show that we are able to produce more accurate forecasts than previous methods. We assess accuracy using various metrics, such as log-likelihood and ""best of N"" loss, based on N different samples of the future. We also measure the distribution of statistics of interest, such as player location or velocity, and show that the distribution induced by our generative model better matches the empirical distribution of the test set. Finally, we show that our model can perform conditional prediction, which lets us answer counterfactual questions such as “how will the players move differently if A passes the ball to B instead of C?”","2575-7075","978-1-7281-3293-8","10.1109/CVPR.2019.00474","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8953867","Motion and Tracking;Deep Learning","","graph theory;learning (artificial intelligence);multi-agent systems;recurrent neural nets;sport;statistical analysis","basketball;soccer;empirical distribution;multiagent sports games;multiagent trajectory data;multiplayer sports games;graph neural networks;variational recurrent neural networks;permutation equivariant model","","32","","44","IEEE","9 Jan 2020","","","IEEE","IEEE Conferences"
"STCrowd: A Multimodal Dataset for Pedestrian Perception in Crowded Scenes","P. Cong; X. Zhu; F. Qiao; Y. Ren; X. Peng; Y. Hou; L. Xu; R. Yang; D. Manocha; Y. Ma",ShanghaiTech University; The Chinese University of Hong Kong; RWTH Aachen University; ShanghaiTech University; ShanghaiTech University; Shanghai AI Laboratory; ShanghaiTech University; University of Kentucky; University of Maryland at College Park; ShanghaiTech University,"2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","27 Sep 2022","2022","","","19576","19585","Accurately detecting and tracking pedestrians in 3D space is challenging due to large variations in rotations, poses and scales. The situation becomes even worse for dense crowds with severe occlusions. However, existing benchmarks either only provide 2D annotations, or have limited 3D annotations with low-density pedestrian distribution, making it difficult to build a reliable pedestrian perception system especially in crowded scenes. To better evaluate pedestrian perception algorithms in crowded scenarios, we introduce a large-scale multimodal dataset, STCrowd. Specifically, in STCrowd, there are a total of 219 K pedestrian instances and 20 persons per frame on average, with various levels of occlusion. We provide synchronized LiDAR point clouds and camera images as well as their corresponding 3D labels and joint IDs. STCrowd can be used for various tasks, including LiDAR-only, image-only, and sensor-fusion based pedestrian detection and tracking. We provide baselines for most of the tasks. In addition, considering the property of sparse global distribution and density-varying local distribution of pedestrians, we further propose a novel method, Density-aware Hierarchical heatmap Aggregation (DHA), to enhance pedestrian perception in crowded scenes. Extensive experiments show that our new method achieves state-of-the-art performance for pedestrian detection on various datasets. https://github.com/4DVLab/STCrowd.git.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.01899","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880203","Scene analysis and understanding; 3D from multi-view and sensors; Datasets and evaluation; Recognition: detection;categorization;retrieval; RGBD sensors and analytics","Point cloud compression;Three-dimensional displays;Annotations;Benchmark testing;Sensors;Pattern recognition;Synchronization","cameras;image fusion;image motion analysis;object detection;optical radar;pedestrians;traffic engineering computing","dense crowds;low-density pedestrian distribution;pedestrian perception algorithms;crowded scenarios;large-scale multimodal dataset;pedestrian instances;LiDAR point clouds;3D labels;sensor-fusion based pedestrian detection;sparse global distribution;density-varying local distribution;STCrowd;density-aware hierarchical heatmap aggregation;DHA","","4","","62","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
"Optimal Transport Minimization: Crowd Localization on Density Maps for Semi-Supervised Counting","W. Lin; A. B. Chan","Department of Computer Science, City University of Hong Kong; Department of Computer Science, City University of Hong Kong","2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","22 Aug 2023","2023","","","21663","21673","The accuracy of crowd counting in images has improved greatly in recent years due to the development of deep neural networks for predicting crowd density maps. However, most methods do not further explore the ability to localize people in the density map, with those few works adopting simple methods, like finding the local peaks in the density map. In this paper, we propose the optimal transport minimization (OT-M) algorithm for crowd localization with density maps. The objective of OT-M is to find a target point map that has the minimal Sinkhorn distance with the input density map, and we propose an iterative algorithm to compute the solution. We then apply OT-M to generate hard pseudo-labels (point maps) for semi-supervised counting, rather than the soft pseudo-labels (density maps) used in previous methods. Our hard pseudo-labels provide stronger supervision, and also enable the use of recent density-to-point loss functions for training. We also propose a confidence weighting strategy to give higher weight to the more reliable unlabeled data. Extensive experiments show that our methods achieve outstanding performance on both crowd localization and semi-supervised counting. Code is available at https://github.com/Elin24/OT-M.","2575-7075","979-8-3503-0129-8","10.1109/CVPR52729.2023.02075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10205094","Scene analysis and understanding","Location awareness;Training;Computer vision;Image analysis;Minimization;Prediction algorithms;Pattern recognition","deep learning (artificial intelligence);iterative methods;learning (artificial intelligence);supervised learning","crowd density maps;crowd localization;input density map;optimal transport minimization algorithm;point maps;recent density-to-point loss;semisupervised counting;soft pseudolabels;target point map","","1","","68","IEEE","22 Aug 2023","","","IEEE","IEEE Conferences"
"Cross-View Cross-Scene Multi-View Crowd Counting","Q. Zhang; W. Lin; A. B. Chan","Department of Computer Science, City University of Hong Kong, Hong Kong SAR, China; School of Computer Science and School of Artificial Intelligence, Northwestern Polytechnical University, Xi’an, China; Department of Computer Science, City University of Hong Kong, Hong Kong SAR, China","2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","2 Nov 2021","2021","","","557","567","Multi-view crowd counting has been previously proposed to utilize multi-cameras to extend the field-of-view of a single camera, capturing more people in the scene, and improve counting performance for occluded people or those in low resolution. However, the current multi-view paradigm trains and tests on the same single scene and camera-views, which limits its practical application. In this paper, we propose a cross-view cross-scene (CVCS) multi-view crowd counting paradigm, where the training and testing occur on different scenes with arbitrary camera layouts. To dynamically handle the challenge of optimal view fusion under scene and camera layout change and non-correspondence noise due to camera calibration errors or erroneous features, we propose a CVCS model that attentively selects and fuses multiple views together using camera layout geometry, and a noise view regularization method to train the model to handle non-correspondence errors. We also generate a large synthetic multi-camera crowd counting dataset with a large number of scenes and camera views to capture many possible variations, which avoids the difficulty of collecting and annotating such a large real dataset. We then test our trained CVCS model on real multi-view counting datasets, by using unsupervised domain transfer. The proposed CVCS model trained on synthetic data outperforms the same model trained only on real data, and achieves promising performance compared to fully supervised methods that train and test on the same single scene.","2575-7075","978-1-6654-4509-2","10.1109/CVPR46437.2021.00062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9577502","","Training;Geometry;Adaptation models;Fuses;Layout;Cameras;Data models","cameras;feature extraction;image capture;image denoising;image fusion;image resolution;unsupervised learning","field-of-view;camera-views;optimal view fusion;camera layout;fuses multiple views;noise view regularization method;camera views;multiview counting datasets;cross-view cross-scene multiview crowd counting;multicameras;synthetic multicamera crowd counting dataset;CVCS model;unsupervised domain transfer","","17","","61","IEEE","2 Nov 2021","","","IEEE","IEEE Conferences"
"Bi-level Alignment for Cross-Domain Crowd Counting","S. Gong; S. Zhang; J. Yang; D. Dai; B. Schiele","PCA Lab, Key Lab of Intelligent Perception and Systems for High-Dimensional Information of Ministry of Education, and Jiangsu Key Lab of Image and Video Understanding for Social Security, School of Computer Science and Engineering, Nanjing University of Science and Technology; PCA Lab, Key Lab of Intelligent Perception and Systems for High-Dimensional Information of Ministry of Education, and Jiangsu Key Lab of Image and Video Understanding for Social Security, School of Computer Science and Engineering, Nanjing University of Science and Technology; PCA Lab, Key Lab of Intelligent Perception and Systems for High-Dimensional Information of Ministry of Education, and Jiangsu Key Lab of Image and Video Understanding for Social Security, School of Computer Science and Engineering, Nanjing University of Science and Technology; MPI Informatics; MPI Informatics","2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","27 Sep 2022","2022","","","7532","7540","Recently, crowd density estimation has received increasing attention. The main challenge for this task is to achieve high-quality manual annotations on a large amount of training data. To avoid reliance on such annotations, previous works apply unsupervised domain adaptation (UDA) techniques by transferring knowledge learned from easily accessible synthetic data to real-world datasets. However, current state-of-the-art methods either rely on external data for training an auxiliary task or apply an expensive coarse-to-fine estimation. In this work, we aim to develop a new adversarial learning based method, which is simple and efficient to apply. To reduce the domain gap between the synthetic and real data, we design a bi-level alignment framework (BLA) consisting of (1) task-driven data alignment and (2) fine-grained feature alignment. In contrast to previous domain augmentation methods, we introduce AutoML to search for an optimal transform on source, which well serves for the downstream task. On the other hand, we do fine-grained alignment for foreground and background separately to alleviate the alignment difficulty. We evaluate our approach on five real-world crowd counting benchmarks, where we outperform existing approaches by a large margin. Also, our approach is simple, easy to implement and efficient to apply. The code is publicly available at https://github.com/Yankeegsj/BLA.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.00739","Fundamental Research Funds for the Central Universities(grant numbers:30920032201); National Natural Science Foundation of China(grant numbers:62172225); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9878759","Recognition: detection;categorization;retrieval; Transfer/low-shot/long-tail learning","Training;Computer vision;Annotations;Estimation;Training data;Transforms;Manuals","feature extraction;image recognition;neural nets;unsupervised learning","cross-domain crowd counting;crowd density estimation;training data;coarse-to-fine estimation;bi-level alignment;fine-grained feature alignment;unsupervised domain adaptation;adversarial learning;task-driven data alignment;BLA;AutoML;UDA;knowledge transfer","","5","","32","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
"Towards Professional Level Crowd Annotation of Expert Domain Data","P. Wang; N. Vasconcelos",UC San Diego; UC San Diego,"2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","22 Aug 2023","2023","","","3166","3175","Image recognition on expert domains is usually fine-grained and requires expert labeling, which is costly. This limits dataset sizes and the accuracy of learning systems. To address this challenge, we consider annotating expert data with crowdsourcing. This is denoted as PrOfeSsional lEvel cRowd (POSER) annotation. A new approach, based on semi-supervised learning (SSL) and denoted as SSL with human filtering (SSL-HF) is proposed. It is a human-in-the-loop SSL method, where crowd-source workers act as filters of pseudo-labels, replacing the unreliable confidence thresholding used by state-of-the-art SSL methods. To enable annotation by non-experts, classes are specified implicitly, via positive and negative sets of examples and augmented with deliberative explanations, which highlight regions of class ambiguity. In this way, SSL-HF leverages the strong low-shot learning and confidence estimation ability of humans to create an intuitive but effective labeling experience. Experiments show that SSL-HF significantly outperforms various alternative approaches in several benchmarks.","2575-7075","979-8-3503-0129-8","10.1109/CVPR52729.2023.00309","NSF(grant numbers:IIS-1924937,IIS-2041009); NVIDIA; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204827","Efficient and scalable vision","Training;Deep learning;Image recognition;Annotations;Filtering;Estimation;Semisupervised learning","crowdsourcing;deep learning (artificial intelligence);image annotation;image recognition;semi-supervised learning (artificial intelligence)","class ambiguity;confidence estimation ability;crowd-source workers;dataset sizes;expert data;expert domain data annotation;expert labeling;human filtering;human-in-the-loop SSL method;image recognition;learning systems;low-shot learning;POSER;professional level crowd annotation;pseudolabels;semisupervised learning;SSL-HF;unreliable confidence thresholding","","","","57","IEEE","22 Aug 2023","","","IEEE","IEEE Conferences"
"LaPred: Lane-Aware Prediction of Multi-Modal Future Trajectories of Dynamic Agents","B. Kim; S. H. Park; S. Lee; E. Khoshimjonov; D. Kum; J. Kim; J. S. Kim; J. W. Choi",Hanyang University; Hanyang University; Hanyang University; Hanyang University; Korea Advanced Institute of Science and Technology; Hyundai Motor Company; Hyundai Motor Company; Hanyang University,"2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","2 Nov 2021","2021","","","14631","14640","In this paper, we address the problem of predicting the future motion of a dynamic agent (called a target agent) given its current and past states as well as the information on its environment. It is paramount to develop a prediction model that can exploit the contextual information in both static and dynamic environments surrounding the target agent and generate diverse trajectory samples that are meaningful in a traffic context. We propose a novel prediction model, referred to as the lane-aware prediction (LaPred) network, which uses the instance-level lane entities extracted from a semantic map to predict the multi-modal future trajectories. For each lane candidate found in the neighborhood of the target agent, LaPred extracts the joint features relating the lane and the trajectories of the neighboring agents. Then, the features for all lane candidates are fused with the attention weights learned through a self-supervised learning task that identifies the lane candidate likely to be followed by the target agent. Using the instance-level lane information, LaPred can produce the trajectories compliant with the surroundings better than 2D raster image-based methods and generate the diverse future trajectories given multiple lane candidates. The experiments conducted on the public nuScenes dataset and Argo- verse dataset demonstrate that the proposed LaPred method significantly outperforms the existing prediction models, achieving state-of-the-art performance in the benchmarks.","2575-7075","978-1-6654-4509-2","10.1109/CVPR46437.2021.01440","National Research Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578925","","Measurement;Dynamics;Semantics;Predictive models;Feature extraction;Trajectory;Pattern recognition","image classification;image reconstruction;supervised learning;traffic engineering computing","argo- verse dataset demonstrate;2D raster image-based methods;self-supervised learning task;traffic context;multiple lane candidates;diverse future trajectories;instance-level lane information;neighboring agents;lane-aware prediction network;diverse trajectory samples;dynamic environments;static environments;target agent;future motion;dynamic agent;multimodal future trajectories;LaPred","","30","","34","IEEE","2 Nov 2021","","","IEEE","IEEE Conferences"
"NeRF-DS: Neural Radiance Fields for Dynamic Specular Objects","Z. Yan; C. Li; G. H. Lee","Department of Computer Science, National University of Singapore; Department of Computer Science, National University of Singapore; Department of Computer Science, National University of Singapore","2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","22 Aug 2023","2023","","","8285","8295","Dynamic Neural Radiance Field (NeRF) is a powerful algorithm capable of rendering photo-realistic novel view images from a monocular RGB video of a dynamic scene. Although it warps moving points across frames from the observation spaces to a common canonical space for rendering, dynamic NeRF does not model the change of the reflected color during the warping. As a result, this approach often fails drastically on challenging specular objects in motion. We address this limitation by reformulating the neural radiance field function to be conditioned on surface position and orientation in the observation space. This allows the specular surface at different poses to keep the different reflected colors when mapped to the common canonical space. Additionally, we add the mask of moving objects to guide the deformation field. As the specular surface changes color during motion, the mask mitigates the problem of failure to find temporal correspondences with only RGB supervision. We evaluate our model based on the novel view synthesis quality with a self-collected dataset of different moving specular objects in realistic environments. The experimental results demonstrate that our method significantly improves the reconstruction quality of moving specular objects from monocular RGB videos compared to the existing NeRF models. Our code and data are available at the project website11https://github.com/JokerYan/NeRF-DS.","2575-7075","979-8-3503-0129-8","10.1109/CVPR52729.2023.00801","National Research Foundation(grant numbers:AISG2-RP-2021-024); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204790","3D from multi-view and sensors","Surface reconstruction;Computer vision;Image color analysis;Deformation;Heuristic algorithms;Computational modeling;Dynamics","feature extraction;image colour analysis;image reconstruction;image representation;image sensors;rendering (computer graphics)","common canonical space;deformation field;different moving specular objects;different poses;different reflected colors;dynamic NeRF;Dynamic Neural Radiance Field;dynamic scene;dynamic specular objects;existing NeRF models;monocular RGB video;neural radiance field function;Neural Radiance fields;novel view synthesis quality;observation space;powerful algorithm;realistic environments;reflected color;rendering photo-realistic novel view images;RGB supervision;specular surface changes color;surface position;warping","","","","59","IEEE","22 Aug 2023","","","IEEE","IEEE Conferences"
"Crowd Activity Change Point Detection in Videos via Graph Stream Mining","M. Yang; L. Rashidi; S. Rajasegarar; C. Leckie; A. S. Rao; M. Palaniswami","School of Computing and Information Systems, The University of Melbourne; School of Computing and Information Systems, The University of Melbourne; Department of Electrical and Electronic Engineering, The University of Melbourne; School of Computing and Information Systems, The University of Melbourne; Department of Electrical and Electronic Engineering, The University of Melbourne; Department of Electrical and Electronic Engineering, The University of Melbourne","2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)","16 Dec 2018","2018","","","328","3288","In recent years, there has been a growing interest in detecting anomalous behavioral patterns in video. In this work, we address this task by proposing a novel activity change point detection method to identify crowd movement anomalies for video surveillance. In our proposed novel framework, a hyperspherical clustering algorithm is utilized for the automatic identification of interesting regions, then the density of pedestrian flows between every pair of interesting regions over consecutive time intervals is monitored and represented as a sequence of adjacency matrices where the direction and density of flows are captured through a directed graph. Finally, we use graph edit distance as well as a cumulative sum test to detect change points in the graph sequence. We conduct experiments on four real-world video datasets: Dublin, New Orleans, Abbey Road and MCG Datasets. We observe that our proposed approach achieves a high F-measure, i.e., in the range [0.7, 1], for these datasets. The evaluation reveals that our proposed method can successfully detect the change points in all datasets at both global and local levels. Our results also demonstrate the efficiency and effectiveness of our proposed algorithm for change point detection and segmentation tasks.","2160-7516","978-1-5386-6100-0","10.1109/CVPRW.2018.00059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8575520","","Videos;Trajectory;Clustering algorithms;Monitoring;Object detection;Task analysis;Video sequences","data mining;directed graphs;graph theory;image segmentation;object detection;pattern clustering;video signal processing;video surveillance","change points;segmentation tasks;crowd activity change point detection;graph stream mining;growing interest;anomalous behavioral patterns;novel activity change;crowd movement anomalies;video surveillance;hyperspherical clustering algorithm;consecutive time intervals;directed graph;graph edit distance;cumulative sum test;graph sequence;real-world video datasets;MCG Datasets;Dublin dataset;New Orleans dataset;Abbey Road dataset;MCG dataset","","5","","22","IEEE","16 Dec 2018","","","IEEE","IEEE Conferences"
"MotionDiffuser: Controllable Multi-Agent Motion Prediction Using Diffusion","C. “. Jiang; A. Cornman; C. Park; B. Sapp; Y. Zhou; D. Anguelov",Waymo LLC; Waymo LLC; Waymo LLC; Waymo LLC; Waymo LLC; Waymo LLC,"2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","22 Aug 2023","2023","","","9644","9653","We present MotionDiffuser, a diffusion based representation for the joint distribution of future trajectories over multiple agents. Such representation has several key advantages: first, our model learns a highly multimodal distribution that captures diverse future outcomes. Second, the simple predictor design requires only a single L2 loss training objective, and does not depend on trajectory anchors. Third, our model is capable of learning the joint distribution for the motion of multiple agents in a permutation-invariant manner. Furthermore, we utilize a compressed trajectory representation via PCA, which improves model performance and allows for efficient computation of the exact sample log probability. Subsequently, we propose a general constrained sampling framework that enables controlled trajectory sampling based on differentiable cost functions. This strategy enables a host of applications such as enforcing rules and physical priors, or creating tailored simulation scenarios. MotionDiffuser can be combined with existing backbone architectures to achieve top motion forecasting results. We obtain state-of-the-art results for multi-agent motion prediction on the Waymo Open Motion Dataset.","2575-7075","979-8-3503-0129-8","10.1109/CVPR52729.2023.00930","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203706","Autonomous driving","Training;Computer vision;Computational modeling;Computer architecture;Cost function;Trajectory;Pattern recognition","learning (artificial intelligence);multi-agent systems;probability","compressed trajectory representation;controllable multiagent motion prediction;differentiable cost functions;diffusion based representation;diverse future outcomes;exact sample log probability;general constrained sampling framework;joint distribution;motion forecasting;MotionDiffuser;multimodal distribution;multiple agents;PCA;permutation-invariant manner;simple predictor design;single L2 loss training objective;trajectory anchors;trajectory sampling;Waymo open motion dataset","","","","53","IEEE","22 Aug 2023","","","IEEE","IEEE Conferences"
"OcTr: Octree-Based Transformer for 3D Object Detection","C. Zhou; Y. Zhang; J. Chen; D. Huang","State Key Laboratory of Software Development Environment, Beihang University, Beijing, China; State Key Laboratory of Software Development Environment, Beihang University, Beijing, China; School of Computer Science and Engineering, Beihang University, Beijing, China; State Key Laboratory of Software Development Environment, Beihang University, Beijing, China","2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","22 Aug 2023","2023","","","5166","5175","A key challenge for LiDAR-based 3D object detection is to capture sufficient features from large scale 3D scenes especially for distant or/and occluded objects. Albeit recent efforts made by Transformers with the long sequence modeling capability, they fail to properly balance the accuracy and efficiency, suffering from inadequate receptive fields or coarse-grained holistic correlations. In this paper, we propose an Octree-based Transformer, named OcTr, to address this issue. It first constructs a dynamic octree on the hierarchical feature pyramid through conducting self-attention on the top level and then recursively propagates to the level below restricted by the octants, which captures rich global context in a coarse-to-fine manner while maintaining the computational complexity under control. Furthermore, for enhanced foreground perception, we propose a hybrid positional embedding, composed of the semantic-aware positional embedding and attention mask, to fully exploit semantic and geometry clues. Extensive experiments are conducted on the Waymo Open Dataset and KITTI Dataset, and OcTr reaches newly state-of-the-art results.","2575-7075","979-8-3503-0129-8","10.1109/CVPR52729.2023.00500","National Natural Science Foundation of China(grant numbers:62022011,62202034); Research Program of State Key Laboratory of Software Development Environment(grant numbers:SKLSDE-2021ZX-04); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203760","Autonomous driving","Geometry;Three-dimensional displays;Costs;Correlation;Semantics;Octrees;Object detection","computational complexity;deep learning (artificial intelligence);feature extraction;object detection;octrees;optical radar","albeit recent efforts;attention mask;coarse-grained holistic correlations;coarse-to-fine manner;distant objects;dynamic octree;hierarchical feature pyramid;inadequate receptive fields;LiDAR-based 3D object detection;long sequence modeling capability;named OcTr;occluded objects;Octree-based Transformer;scale 3D scenes;semantic-aware positional embedding;sufficient features;Transformers","","1","","63","IEEE","22 Aug 2023","","","IEEE","IEEE Conferences"
