Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Minimally Disruptive Connectivity Enhancement for Resilient Multi-Robot Teams,W. Luo; N. Chakraborty; K. Sycara,"Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Department of Mechanical Engineering, Stony Brook University, Stony Brook, New York, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA",2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10-Feb-21,2020,,,11809,11816,"In this work, we focus on developing algorithms to maintain and enhance the connectivity of a multi-robot system with minimal disruption to the primary tasks that the robots are performing. Such algorithms are useful for collaborating robots to be resilient to reduction in connectivity of the communication graph of the robot team when robots can arrive or leave. These algorithms are also useful in a supervisory control setting when an operator wants to enhance the connectivity of the robot team. In contrast to many existing works that can only maintain the current connectivity of the multi-robot graph, we propose a generalized connectivity control framework that allows for reconfiguration of the multi-robot system to provably satisfy any connectivity demand, while minimally disrupting the execution of their original tasks. In particular, we propose a novel k-Connected Minimum Resilient Graph (k-CMRG) algorithm to compute an optimal k-connectivity graph that minimally constrains the robots' original task-related motion, and employ the Finite-Time Convergence Control Barrier Function (FCBF) to enforce the pairwise robot motion constraints defined by the edges of the graph. The original controllers are minimally modified to drive the robots and form the k-CMRG. We demonstrate the effectiveness of our approach via simulations in the presence of multiple tasks and robot failures.",2153-0866,978-1-7281-6212-6,10.1109/IROS45743.2020.9340733,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340733,,Robot motion;Supervisory control;Multi-robot systems;Task analysis;Robots;Convergence;Resilience,graph theory;motion control;multi-robot systems,pairwise robot motion constraints;minimally disruptive connectivity enhancement;multirobot teams;multirobot system;supervisory control;multirobot graph;generalized connectivity control framework;connectivity demand;k-Connected Minimum Resilient Graph;k-connectivity graph;k-CMRG algorithm;Finite-Time Convergence Control Barrier Function;FCBF,,1,,29,IEEE,10-Feb-21,,,IEEE,IEEE Conferences
Decentralized Multi-robot Velocity Estimation for UAVs Enhancing Onboard Camera-based Velocity Measurements,J. Horyna; V. Kratky; E. Ferrante; M. Saska,"Multi-Robot Systems Group, Faculty of Electrical Engineering, Czech Technical University in Prague, Prague, Czech Republic; Multi-Robot Systems Group, Faculty of Electrical Engineering, Czech Technical University in Prague, Prague, Czech Republic; Autonomous Research Robotics Centre, Technology Innovative Institute, Masdar City, Abu Dhabi, United Arab Emirates; Multi-Robot Systems Group, Faculty of Electrical Engineering, Czech Technical University in Prague, Prague, Czech Republic",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,11570,11577,"Within the field of multi-robot systems, developing systems that rely only on onboard sensing without the use of external infrastructure (e.g. GNSS) has many potential applications. However, relying only on visual-based modalities for localization presents challenges in terms of accuracy and reliability. We introduce a decentralized multi-robot lateral velocity estimation method for Unmanned Aerial Vehicles (UAVs) to improve onboard measurements in case GNSS infrastructure is not available. This method relies on sharing the onboard measurements of neighbors, as well as the estimation of the relative motion of a focal UAV within the swarm, based on observation of coworking robots. The proposed velocity estimation method does not rely on centralized communication to achieve high reliability and scalability within the swarm system. The performance of the state estimation approach has been verified in simulations and real-world experiments. The results have shown that a swarm of UAVs using the proposed velocity estimator can stabilize individual robots when their primary onboard localization source is not reliable enough.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981894,"UAE(grant numbers:TII/ATM/2032/2020); Czech Science Foundation (GACR)(grant numbers:22-24425S,20-10280S); CTU(grant numbers:SGS20/174/OHK3/3T/13); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981894,,Location awareness;Global navigation satellite system;Visualization;Tracking;Estimation;Autonomous aerial vehicles;Sensors,autonomous aerial vehicles;mobile robots;multi-robot systems;remotely operated vehicles;state estimation;velocity measurement,case GNSS infrastructure;coworking robots;decentralized multirobot velocity estimation;external infrastructure;focal UAV;high reliability;localization presents challenges;multirobot lateral velocity estimation method;multirobot systems;onboard measurements;onboard sensing;primary onboard localization source;state estimation approach;swarm system;UAVs enhancing onboard camera-based velocity measurements;Unmanned Aerial Vehicles;velocity estimator;visual-based modalities,,1,,32,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
Interactive Multi-Robot Aerial Cinematography Through Hemispherical Manifold Coverage,X. Xu; G. Shi; P. Tokekar; Y. Diaz-Mercado,"Department of Mechanical Engineering, University of Maryland, College Park, MD, USA; Department of Electrical and Computer Engineering, University of Maryland, College Park, MD, USA; Department of Computer Science, University of Maryland, College Park, MD, USA; Department of Mechanical Engineering, University of Maryland, College Park, MD, USA",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,11528,11534,"This paper presents a distributed interactive framework to provide high-level position instructions for multi-robot aerial cinematography based on coverage over a hemisphere. The control strategy based on optimization of the coverage functional and geometric relationships over a hemisphere is presented. It enables multiple Unmanned Aerial Vehicles (UAVs) to coordinate their motion while tracking a dynamic (real or virtual) target, and can accommodate high-level human inputs to influence UAV concentration. In this framework, each UAV uses local information combined with exogenous inputs to determine its motion. The two inputs to the system, i.e., the predicted trajectory of the target and user-defined aesthetic preferences, are agnostic to the size of the multi-robot system (MRS). The proposed framework is validated using the PX4 SITL Autopilot simulator in Gazebo, and the scalability of the framework is verified via simulations.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981181,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981181,,Visualization;Target tracking;Aggregates;Simulation;Cinematography;Autonomous aerial vehicles;Trajectory,aircraft control;autonomous aerial vehicles;collision avoidance;control engineering computing;mobile robots;multi-robot systems;path planning;remotely operated vehicles,control strategy;distributed interactive framework;exogenous inputs;geometric relationships;hemisphere;hemispherical manifold coverage;high-level human inputs;high-level position instructions;interactive multirobot Aerial cinematography;multiple Unmanned Aerial Vehicles;multirobot system;UAV concentration;user-defined aesthetic preferences,,1,,28,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
Autonomous Multi-Robot Assembly of Solar Array Modules: Experimental Analysis and Insights,H. Everson; J. Moser; A. Quartaro; S. Glassner; E. Komendera,"Field and Space Experimental Robotics (FASER) Laboratory, Virginia Tech, Blacksburg, VA; FASER Laboratory, Virginia Tech, Blacksburg, VA; FASER Laboratory, Tech, Blacksburg, VA; FASER Laboratory, Tech, Blacksburg, VA; Mechanical Engineering and Director of the FASER Laboratory, Virginia Polytechnic Institute and State University, Blacksburg, VA",2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10-Feb-21,2020,,,1947,1952,"To allow for the construction of large space structures to support future space endeavors, autonomous robotic solutions would serve to reduce cost and risk of human extravehicular activity (EVA). Practicality of autonomous assembly requires both theoretical and algorithmic advances, and hardware experimentation across a spectrum of technological readiness levels. Analysis of hardware experiments provides novel insights not readily apparent in simulations alone, which serves to inform future developments.This paper describes analysis and insights gained from an autonomous assembly experiment consisting of a dexterous manipulator, a gross positioning serial arm, and a 1 degree of freedom (DOF) turntable to facilitate the assembly and deployment of a solar array mockup. This experiment combined state estimation in an uncertain environment with contact-heavy operations such as grasping, self-reconfiguring, joining, and deploying. Insights gained are presented due to their applicability to other field-based manipulation tasks by a team of robots.",2153-0866,978-1-7281-6212-6,10.1109/IROS45743.2020.9341298,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341298,,Robotic assembly;Grasping;Manipulators;Hardware;Task analysis;State estimation;Intelligent robots,aerospace robotics;assembling;dexterous manipulators;mobile robots;multi-robot systems;robotic assembly,autonomous multirobot assembly;solar array modules;space structures;future space endeavors;autonomous robotic solutions;human extravehicular activity;theoretical advances;algorithmic advances;hardware experimentation;technological readiness levels;hardware experiments;autonomous assembly experiment;gross positioning serial arm;solar array mockup;experiment combined state estimation;1 degree of freedom turntable;dexterous manipulator,,,,7,IEEE,10-Feb-21,,,IEEE,IEEE Conferences
Real-Time Distributed Multi-Robot Target Tracking via Virtual Pheromones,J. P. Mathew; C. Nowzari,"Department of Electrical and Computer Engineering, George Mason University, Fairfax, VA, USA; Department of Electrical and Computer Engineering, George Mason University, Fairfax, VA, USA",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,5833,5839,"Actively searching for targets using a multi-agent system in an unknown environment poses a two-pronged prob-lem, where on the one hand we need agents to cover as much of the environment as possible and on the other have a higher density of agents where there are potential targets to maximize detection performance. This paper proposes a fully distributed solution for an ad hoc network of agents to cooperatively search an unknown environment and actively track found targets. The solution combines a distributed pheromone-based coverage control strategy with a distributed target selection mechanism.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981262,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981262,,Target tracking;Uncertainty;Heuristic algorithms;Robot vision systems;Distributed databases;Cameras;Real-time systems,ad hoc networks;mobile robots;multi-agent systems;multi-robot systems;target tracking,distributed pheromone-based coverage control strategy;distributed target selection mechanism;fully distributed solution;multiagent system;potential targets;time distributed multirobot target tracking;two-pronged prob-lem;unknown environment;virtual pheromones,,,,27,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
Multi-Robot Dynamic Swarm Disablement,O. Fogler; N. Agmon,"Department of Computer Science, Bar-Ilan University, Israel; Department of Computer Science, Bar-Ilan University, Israel",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,13722,13729,"Motivated by the use of robots for pest control in agriculture, this work introduces the Multi-Robot Dynamic Swarm Disablement problem, in which a team of robots is required to disable a swarm of agents (for example, locust agents) passing through an area while minimizing the cumulative time of the swarm members (equivalent to the cumulative damage they cause) in the area. Showing that the problem is hard even in naive settings, we turn to examine algorithms seeking to optimize the robots' performance against the swarm by exploiting the known movement pattern of the swarm agents. Motivated by the poor performance when a weak group of robots attempts to catch a large swarm of agents, whether it is a significant numerical minority or poor speed gaps, we suggest the use of blocking lines: the robots form lines that block the agents along their movement in the environment. We show by both theoretical analysis and rigorous empirical evaluation in different settings that these algorithms outperform common task-assignment-based algorithms, especially for limited robots versus a large swarm.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9982075,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982075,,Heuristic algorithms;Pest control;Agriculture;Task analysis;Robots;Intelligent robots,mobile robots;multi-robot systems;pest control;robot dynamics,cumulative damage;cumulative time;locust agents;MultiRobot Dynamic Swarm Disablement problem;robots form lines;significant numerical minority;swarm agents;swarm members,,,,30,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
Decentralized Learning With Limited Communications for Multi-robot Coverage of Unknown Spatial Fields,K. Nakamura; M. Santos; N. E. Leonard,"Department of Mechanical and Aerospace Engineering, Princeton University, Princeton, NJ, USA; Department of Mechanical and Aerospace Engineering, Princeton University, Princeton, NJ, USA; Department of Mechanical and Aerospace Engineering, Princeton University, Princeton, NJ, USA",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,9980,9986,"This paper presents an algorithm for a team of mobile robots to simultaneously learn a spatial field over a domain and spatially distribute themselves to optimally cover it. Drawing from previous approaches that estimate the spatial field through a centralized Gaussian process, this work leverages the spatial structure of the coverage problem and presents a decentralized strategy where samples are aggregated locally by establishing communications through the boundaries of a Voronoi partition. We present an algorithm whereby each robot runs a local Gaussian process calculated from its own measurements and those provided by its Voronoi neighbors, which are incorporated into the individual robot's Gaussian process only if they provide sufficiently novel information. The performance of the algorithm is evaluated in simulation and compared with centralized approaches.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981665,Office of Naval Research(grant numbers:N00014-19-1-2556); Army Research Office(grant numbers:W911NF-18-1-0325); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981665,,Estimation error;Aggregates;Gaussian processes;Partitioning algorithms;Mobile robots;Robots;Monitoring,computational geometry;control engineering computing;Gaussian processes;learning (artificial intelligence);mobile robots;multi-robot systems;robot programming,centralized Gaussian process;decentralized learning;decentralized strategy;individual robot Gaussian process;local Gaussian process;mobile robots;multirobot coverage;unknown spatial fields;Voronoi neighbors,,,,27,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
Multi-Robot Path Planning Using Medial-Axis-Based Pebble-Graph Embedding,L. He; Z. Pan; K. Solovey; B. Jia; D. Manocha,"Department of Computer Science, University of North Carolina at Chapel Hill; Lightspeed & Quantum Studio, Tencent, America; Technion, Israel Institute of Technology; Department of Computer Science and Electrical & Computer Engineering, University of Maryland at College Park; Department of Computer Science and Electrical & Computer Engineering, University of Maryland at College Park",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,9987,9994,"We present a centralized algorithm for labeled, disk-shaped Multi-Robot Path Planning (MPP) in a continuous planar workspace with polygonal boundaries. Our method automatically transform the continuous problem into a discrete, graph-based variant termed the pebble motion problem, which can be solved efficiently. To construct the underlying pebble graph, we identify inscribed circles in the workspace via a medial axis transform and organize robots into layers within each inscribed circle. We show that our layered pebble-graph enables collision-free motions, allowing all graph-restricted MPP instances to be feasible. MPP instances with continuous start and goal positions can then be solved via local navigations that route robots from and to graph vertices. We tested our method on several environments with high robot-packing densities (up to 61.6% of the workspace). For environments with narrow passages, such density violates the well-separated assumptions made by state-of-the-art MPP planners, while our method achieves an average success rate of 83%.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981807,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981807,,Navigation;Transforms;Path planning;Collision avoidance;Intelligent robots,collision avoidance;computational geometry;graph theory;mobile robots;multi-robot systems;path planning,"centralized algorithm;collision-free motions;continuous planar workspace;continuous problem;continuous start;goal positions;graph-restricted MPP instances;high robot-packing densities;inscribed circle;labeled, disk-shaped MultiRobot Path Planning;layered pebble-graph;medial axis;medial-axis-based pebble-graph embedding;pebble motion problem;polygonal boundaries;route robots;state-of-the-art MPP planners;underlying pebble graph",,,,32,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
DiMOpt: a Distributed Multi-robot Trajectory Optimization Algorithm,J. Salvado; M. Mansouri; F. Pecora,"AASS Research Centre, Örebro University; School of Computer Science, University of Birmingham; AASS Research Centre, Örebro University",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,10110,10117,"This paper deals with Multi-robot Trajectory Planning, that is, the problem of computing trajectories for multiple robots navigating in a shared space while minimizing for control energy. Approaches based on trajectory optimization can solve this problem optimally. However, such methods are hampered by complex robot dynamics and collision constraints that couple robot's decision variables. We propose a distributed multi-robot optimization algorithm (DiMOpt) that addresses these issues by exploiting (1) consensus optimization strategies to tackle coupling collision constraints, and (2) a single-robot sequential convex programming method for efficiently handling non-convexities introduced by dynamics. We compare DiMOpt with a baseline centralized multi-robot sequential convex programming algorithm (SCP). We empirically demonstrate that DiMOpt scales well for large fleets of robots while computing solutions faster and with lower costs. Finally, DiMOpt is an iterative algorithm that finds feasible trajectories before converging to a locally optimal solution, and results suggest the quality of such fast initial solutions is comparable to a converged solution computed via SCP.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981345,Vinnova; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981345,,Couplings;Trajectory planning;Navigation;Heuristic algorithms;Programming;Dynamic programming;Iterative methods,convex programming;distributed algorithms;iterative methods;mobile robots;multi-robot systems;navigation;path planning;robot dynamics;trajectory control,collision constraints;DiMOpt;distributed multirobot trajectory optimization algorithm;iterative algorithm;multirobot sequential convex programming algorithm;multirobot trajectory planning;robot dynamics;robot navigation;single-robot sequential convex programming method,,,,39,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
OCTOANTS: A Heterogeneous Lightweight Intelligent Multi-Robot Collaboration System with Resource-constrained IoT Devices,Q. Zhang; R. Quan; S. Qimuge; P. Xia; J. Wang; X. Zan; F. Wang; C. Chen; Q. Wei; H. Zhao; X. Liu; F. Qiao,"Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; University of Science and Technology Beijing, Beijing, China; Xi'an Jiaotong University, Xi'an, China; Beijing Jiaotong University, Beijing, China; Chongqing University of Posts and Telecommunications, Chongqing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,2556,2563,"As the focus on highly intelligent robots continues, a problem that cannot be ignored has emerged: resource con-straints. Considering the game problem of resource limitation and the level of intelligence, we focus on lightweight intelligence. This work is a further refinement of our previous work, a heterogeneous lightweight intelligent multi-robot system. In-spired by the nature creatures “octopus” and “ants”. First, we propose a heterogeneous centralized-distributed architecture, which can make robots collaboration more flexible and non-redundant. Second, to reflect lightweight intelligence, we use the Raspberry Pi, a low computing and power consumption internet of things (IoT) device, as a processing platform and first propose a quantitative definition of the lightweight intelligent system. Then, combining the centralized-distributed architecture and the lightweight computing platform, we propose an adapted algorithm called OCTOANTS and apply it to the simultaneous localization and mapping (SLAM) field. The OCTOANTS architecture consists of one brain and eight tentacles, which can achieve complex things with proper collaboration between them. Finally, we use heterogeneous cameras and heterogeneous algorithms to form a lightweight intelligent collaborative system that can run in the real world. On the low-grade platform Raspberry Pi our heterogeneous tentacles frame rate can reach 41fps and 99.8fps respectively, power consumption is only 2W and 1.2W. At the same time, our heterogeneous system is on average 7.2% more accurate than the state-of-the-art homogeneous system and can be applied to a wider range of application scenarios, demonstrating the superiority and feasibility of our OCTOANTS.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9982135,National Natural Science Foundation of China(grant numbers:92164203); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982135,,Simultaneous localization and mapping;Power demand;Collaboration;Computer architecture;Sensor phenomena and characterization;Sensor systems;Nanoscale devices,control engineering computing;embedded systems;intelligent robots;Internet of Things;mobile computing;mobile robots;multi-robot systems;SLAM (robots);wireless sensor networks,adapted algorithm called OCTOANTS;game problem;heterogeneous algorithms;heterogeneous cameras;heterogeneous centralized-distributed architecture;heterogeneous lightweight intelligent multirobot collaboration system;heterogeneous lightweight intelligent multirobot system;heterogeneous system;heterogeneous tentacles frame rate;highly intelligent robots;lightweight computing platform;lightweight intelligence;lightweight intelligent collaborative system;lightweight intelligent system;low-grade platform Raspberry Pi;OCTOANTS architecture;power 1.2 W;power 2.0 W;proper collaboration;resource limitation;resource-constrained IoT devices;robots collaboration;state-of-the-art homogeneous system;things device,,,,22,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
State Estimation and Model-Predictive Control for Multi-Robot Handling and Tracking of AGV Motions using iGPS,C. Storm; H. Hose; R. H. Schmitt,"Chair of Production Metrology and Quality Management at Laboratory for Machine Tools and Production Engineering (WZL), RWTH Aachen University, Germany; Chair of Production Metrology and Quality Management at Laboratory for Machine Tools and Production Engineering (WZL), RWTH Aachen University, Germany; Chair of Production Metrology and Quality Management at Laboratory for Machine Tools and Production Engineering (WZL), RWTH Aachen University, Germany",2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),16-Dec-21,2021,,,1038,1045,"In this paper, we present a solution for simultaneous handling of large components with industrial robots performing synchronized motions with an AGV in flexible flow assembly. For this purpose, we implement an Extended Kalman Filter with a global localization system to track an AGV and multiple manipulators. We propose a model-predictive controller for force compliance and trajectory tracking in multi-robot cooperative, decentralized, and fast manipulation tasks. In order to show the effectiveness of our system, we assemble a truck windshield using two industrial robots and an AGV in motion. In our experiments, we reliably achieve assembly tolerances of 1.5mm at AGV velocities up to $400\frac{{{\text{mm}}}}{{\text{s}}}$. The presented system makes flexible assembly systems with AGVs and freely reconfigurable manipulators possible. It enables the automation of high variant, low volume, large size assembly tasks such as aircraft, truck or steel beam assembly, which are mostly manual processes at present.",2153-0866,978-1-6654-1714-3,10.1109/IROS51168.2021.9636116,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636116,,Service robots;Trajectory tracking;Manipulators;Synchronization;Structural beams;Steel;Reliability,automatic guided vehicles;beams (structures);industrial manipulators;mobile robots;motion control;multi-robot systems;predictive control;robotic assembly;steel,state estimation;model-predictive control;multirobot handling;AGV motions;iGPS;exibleow assembly;extended Kalman filter;global localization system;multiple manipulators;model-predictive controller;force compliance;trajectory tracking;manipulation tasks;assemblea truck windshield;industrial robots;AGV velocities;exible assembly systems;freely recongurable manipulators,,,,34,IEEE,16-Dec-21,,,IEEE,IEEE Conferences
On Coverage Control for Limited Range Multi-Robot Systems,F. Pratissoli; B. Capelli; L. Sabattini,"Department of Sciences and Methods for Engineering (DISMI), University of Modena and Reggio Emilia, Italy; Department of Sciences and Methods for Engineering (DISMI), University of Modena and Reggio Emilia, Italy; Department of Sciences and Methods for Engineering (DISMI), University of Modena and Reggio Emilia, Italy",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,9957,9963,"This paper presents a coverage based control algorithm to coordinate a group of autonomous robots. Most of the solutions presented in the literature rely on an exact Voronoi partitioning, whose computation requires complete knowledge of the environment to be covered. This can be achieved only by robots with unlimited sensing capabilities, or through communication among robots in a limited sensing scenario. To overcome these limitations, we present a distributed control strategy to cover an unknown environment with a group of robots with limited sensing capabilities and in the absence of reliable communication. The control law is based on a limited Voronoi partitioning of the sensing area, and we demonstrate that the group of robots can optimally cover the environment using only information that is locally detected (without communication). The proposed method is validated by means of simulations and experiments carried out on a group of mobile robots.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9982002,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982002,,Robot kinematics;Decentralized control;Robot sensing systems;Sensors;Partitioning algorithms;Reliability;Multi-robot systems,computational geometry;distributed control;mobile robots;multi-robot systems,autonomous robots;control law;coverage based control algorithm;coverage control;distributed control strategy;exact Voronoi partitioning;limited range multirobot systems;mobile robots;sensing area;sensing scenario;unknown environment;unlimited sensing capabilities,,,,17,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
Impressionist Algorithms for Autonomous Multi-Robot Systems: Flocking as a Case Study,F. Berlinger; J. T. Ebert; R. Nagpal,"Department of Mechanical and Aerospace Engineering, Princeton University, Princeton, New Jersey; John A. Paulson School of Engineering and Applied Science at Harvard University, Cambridge, Massachusetts; Department of Mechanical and Aerospace Engineering, Princeton University, Princeton, New Jersey",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,11562,11569,"Robot swarms have the potential to revolutionize areas ranging from warehouse management and agriculture to underwater and space exploration. However, there remains a substantial gap between theory and robot implementation. While algorithms might assume reliable communication, perfect sensing, and instantaneous cognition, most robots have lossy or even no communication, imperfect sensing, and limited cognition speed. In our previous work on implicit vision-based coordination, we demonstrated autonomous three-dimensional behaviors underwater by removing the need for radio communication between robots. Here we explore impressionist algorithms, capable of working with even more minimal information where traditional algorithms are prone to fail. Our case study focuses on classic flocking behaviors, where a robot swarm must coordinate group motion. We demonstrate that reliable alignment, dispersion, and milling can be achieved with only infrequent and imperfect sensory impressions. In simulation studies and theoretical analyses, we investigate the effect of systematically reducing spatial and temporal fidelity of individual information on the success metrics for the group; we also demonstrate physical experiments with Blueswarm robots using simple color detection. Our results show the potential of impressionist algorithms that operate on simpler neighborhood-awareness metrics and still achieve desired global goals.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981448,Office of Naval Research(grant numbers:N00014-22-1-2222); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981448,,Robot kinematics;Milling;Reliability theory;Robot sensing systems;Prediction algorithms;IEEE Fellows;Cognition,cognition;cooperative systems;intelligent robots;mobile robots;multi-robot systems,agriculture;autonomous multirobot systems;Blueswarm robots;classic flocking behaviors;imperfect sensing;imperfect sensory impressions;implicit vision-based coordination;impressionist algorithms;infrequent impressions;instantaneous cognition;limited cognition speed;perfect sensing;radio communication;reliable alignment;reliable communication;robot implementation;robot swarm;substantial gap;three-dimensional behaviors;underwater space exploration;warehouse management,,,,31,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
Scalable Online Coverage Path Planning for Multi-Robot Systems,R. Mitra; I. Saha,"Department of Computer Science and Engineering, Indian Institute of Technology Kanpur; Department of Computer Science and Engineering, Indian Institute of Technology Kanpur",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,10102,10109,"Online coverage path planning to explore an unknown workspace with multiple homogeneous robots could be either centralized or distributed. While distributed planners are computationally faster, centralized planners can produce more efficient paths, reducing the duration of completing a coverage mission significantly. To exploit the power of a centralized framework, we propose a receding horizon centralized online multi-robot planner. In each planning horizon, it generates collision-free paths that guide the robots to visit some obstacle-free locations (aka goals) not visited so far, which in turn help them explore some new regions with their laser rangefinders. We formally prove that, under reasonable conditions, it enables the robots to cover a workspace completely and subsequently analyze its time complexity. We evaluate our planner for ground and aerial robots by performing experiments with up to 128 robots on six 2D grid-based benchmark obstacle maps, establishing scalability. We also perform Gazebo simulations with 10 quadcopters and real experiments with 2 four-wheel ground robots, demonstrating its practical feasibility. Further-more, a comparison with a state-of-the-art distributed planner establishes its superiority in coverage completion time.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981213,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981213,,Three-dimensional displays;Navigation;Scalability;Path planning;Planning;Collision avoidance;Usability,collision avoidance;helicopters;mobile robots;multi-robot systems;path planning,2D grid-based benchmark obstacle maps;aerial robots;centralized framework;centralized planners;collision-free paths;coverage completion time;coverage mission;distributed planners;efficient paths;four-wheel ground robots;multiple homogeneous robots;multirobot systems;obstacle-free locations;online multirobot planner;planning horizon;receding horizon;scalable online coverage path planning;state-of-the-art distributed planner;unknown workspace,,,,52,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
