"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Dirichlet-Multinomial Counterfactual Rewards for Heterogeneous Multiagent Systems","G. Dixit; N. Zerbel; K. Tumer","Collaborative Robotics and Intelligent Systems (CoRIS) Institute, Oregon State University, 1500 SW Jefferson Way, Corvallis, OR, USA; Collaborative Robotics and Intelligent Systems (CoRIS) Institute, Oregon State University, 1500 SW Jefferson Way, Corvallis, OR, USA; Collaborative Robotics and Intelligent Systems (CoRIS) Institute, Oregon State University, 1500 SW Jefferson Way, Corvallis, OR, USA","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","209","215","Multi-robot teams have been shown to be effective in accomplishing complex tasks which require tight coordination among team members. In homogeneous systems, recent work has demonstrated that “stepping stone” rewards are an effective way to provide agents with feedback on potentially valuable actions even when the agent-to-agent coupling requirements of an objective are not satisfied. In this work, we propose a new mechanism for inferring hypothetical partners in tightly-coupled, heterogeneous systems called Dirichlet-Multinomial Counterfactual Selection (DMCS). Using DMCS, we show that agents can learn to infer appropriate counterfactual partners to receive more informative stepping stone rewards by testing in a modified multi-rover exploration problem. We also show that DMCS outperforms a random partner selection baseline by over 40%, and we demonstrate how domain knowledge can be used to induce a prior to guide the agent learning process. Finally, we show that DMCS maintains superior performance for up to 15 distinct rover types compared to the performance of the baseline which degrades rapidly.","","978-1-7281-2876-4","10.1109/MRS.2019.8901077","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901077","","","learning (artificial intelligence);multi-agent systems;multi-robot systems","homogeneous systems;agent-to-agent coupling requirements;hypothetical partners;heterogeneous systems;DMCS;multirover exploration problem;random partner selection baseline;agent learning process;heterogeneous multiagent systems;multirobot teams;tight coordination;team members;Dirichlet-multinomial counterfactual rewards;Dirichlet-multinomial counterfactual selection;multi-robot teams","","1","","29","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Cooperative Multi-Agent Path Finding: Beyond Path Planning and Collision Avoidance","N. Greshler; O. Gordon; O. Salzman; N. Shimkin","Faculty of Electrical & Computer Engineering, Technion, Haifa, Israel; Department of Computer Science, Technion, Haifa, Israel; Department of Computer Science, Technion, Haifa, Israel; Faculty of Electrical & Computer Engineering, Technion, Haifa, Israel","2021 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","7 Dec 2021","2021","","","20","28","We introduce the Cooperative Multi-Agent Path Finding (Co-MAPF) problem, an extension to the classical MAPF problem, where cooperative behavior is incorporated. In this setting, a group of autonomous agents operate in a shared environment and have to complete cooperative tasks while avoiding collisions with each other. This extension naturally models many real-world applications, where groups of agents must work together to complete a given task. To this end, we formalize the Co-MAPF problem and introduce Cooperative Conflict-Based Search (Co-CBS), a CBS-based algorithm for solving the problem optimally for a wide set of Co-MAPF problems. Co-CBS uses a cooperation-planning module integrated into CBS such that cooperation planning is decoupled from path planning, while ensuring that paths obtained are optimal. Finally, we present empirical results on several MAPF benchmarks demonstrating our algorithm's properties.","","978-1-6654-2926-9","10.1109/MRS50823.2021.9620590","United States-Israel Binational Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620590","","Benchmark testing;Search problems;Path planning;Autonomous agents;Planning;Task analysis;Collision avoidance","collision avoidance;multi-agent systems;path planning;search problems","beyond Path planning;collision avoidance;Cooperative MultiAgent Path Finding problem;classical MAPF problem;autonomous agents;complete cooperative tasks;extension naturally models many real-world applications;Co-MAPF problem;Co-CBS;CBS-based algorithm;cooperation-planning module;cooperation planning;MAPF benchmarks","","6","","34","IEEE","7 Dec 2021","","","IEEE","IEEE Conferences"
"BotNet: A Simulator for Studying the Effects of Accurate Communication Models on Multi-Agent and Swarm Control","M. Selden; J. Zhou; F. Campos; N. Lambert; D. Drew; K. S. J. Pister","Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, CA, USA; Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, CA, USA; Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, CA, USA; Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, CA, USA; Department of Electrical and Computer Engineering, University of Utah, UT, USA; Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, CA, USA","2021 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","7 Dec 2021","2021","","","101","109","Decentralized control in multi-robot systems is dependent on accurate and reliable communication between agents. Important communication factors, such as latency and packet delivery ratio, are strong functions of the number of agents in the network. Findings from studies of mobile and high node-count radio-frequency (RF) mesh networks have only been transferred to the domain of multi-robot systems to a limited extent, and typical multi-agent robotic simulators often depend on simple propagation models that do not reflect the behavior of realistic RF networks. In this paper, we present a new open source swarm robotics simulator, BotNet, with an embedded standards-compliant time-synchronized channel hopping (6TiSCH) RF mesh network simulator. Using this simulator we show how more accurate communications models can limit even simple multi-robot control tasks such as flocking and formation control, with agent counts ranging from 10 up to 2500 agents. The experimental results are used to motivate changes to the inter-robot communication propagation models and other networking components currently used in practice in order to bridge the sim-to-real gap.","","978-1-6654-2926-9","10.1109/MRS50823.2021.9620611","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620611","","Radio frequency;Mesh networks;Wireless sensor networks;Botnet;Swarm robotics;Tools;Robot sensing systems","decentralised control;mobile robots;multi-agent systems;multi-robot systems","multiagent robotic simulators;simple propagation models;realistic RF networks;open source swarm robotics simulator;BotNet;embedded standards-compliant time;accurate communications models;simple multirobot control tasks;formation control;agent counts;inter-robot communication propagation models;networking components;accurate communication models;swarm control;decentralized control;multirobot systems;reliable communication;important communication factors;packet delivery ratio","","1","","46","IEEE","7 Dec 2021","","","IEEE","IEEE Conferences"
"Security Enhancement During Agents Communication in GNA Approach","K. A. Mohammed; M. Abdul Majid; M. S. Ahmad","Faculty of Computer Systems & Software Engineering, University Malaysia Pahang, Kuantan, Pahang, Malaysia; Faculty of Computer Systems & Software Engineering, University Malaysia Pahang, Kuantan, Pahang, Malaysia; College of Computer Science and Information Technology, Universiti Tenaga Nasional, Kajang, Selangor, Malaysia","2018 International Symposium on Agent, Multi-Agent Systems and Robotics (ISAMSR)","22 Nov 2018","2018","","","1","6","In many dynamic environments, where humans and agents coexist, agents cooperate for internal and external resources to achieve their goals. Consequently, the agents are exposed to the risk of being attacked by malicious agents. Such situation, if not mitigated, risks the entire model and threatens its long-term performances. Due to uncertainties of an agent and its potential behavior, especially in human-agent collaboration systems, an agent might behave fraudulently to its partners (humans or agents). Therefore, security is a crucial aspect in the initial development of a collaborative human-agent system. However, many research envisages the security aspects only in the implementation stage. At this stage, a security model is strictly formulated based on the techniques and constraints among agents. Over the past decade, many researchers propose various security models with outstanding features. However, despite the features of the proposed security models, there is still a lack of research effort in security aspects for multi-agent systems, which is considered as a critical challenge. In this paper, we attempt to enhance the Generic Nodal Abstraction (GNA) approach with a security model applied among agents in their communication. The enhancements include authentication, message encryption and interaction constraints.","","978-1-5386-7856-5","10.1109/ISAMSR.2018.8540550","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540550","Security;human agent collaboration;malicious agent","Multi-agent systems;Collaboration;Task analysis;Robots;Authentication;Organizations","cryptography;groupware;message authentication;multi-agent systems","collaborative human-agent system;multiagent systems;security enhancement;agents communication;GNA approach;malicious agents;human-agent collaboration systems;generic nodal abstraction approach;message encryption;interaction constraints;message authentication","","","","14","IEEE","22 Nov 2018","","","IEEE","IEEE Conferences"
"Preface from the chair","",,"2018 International Symposium on Agent, Multi-Agent Systems and Robotics (ISAMSR)","22 Nov 2018","2018","","","1","4","Greetings, First and foremost, as the Chairman for this joint conference, I am pleased to welcome all delegates to the conference. This year, from the support of all delegates, we have succeeded to organize International Symposium on Agents, Multi-Agent Systems and Robotics 2018 (ISAMSR2018), International Conference on Advances in Computing and Intelligent System 2018 (ICACIS2018), International Conference on Electronic and System Engineering 2018 (ICESE2018) and International Conference on Sustainable and Green Technology 2018 (SIGHT2018). These international events is a premier platform for students and researchers to share their new ideas, original research results, and practical experiences in the theory and practice of autonomous agents, multi-agent systems and robotics. This joint conference is hosted by Universiti Tun Hussein Onn Malaysia (UTHM) with the strong partnership with IEEE Computer Society Malaysia, Universiti Tenaga Nasional (UNITEN) and Universiti Kuala Lumpur (UniKL). This joint conference was a team effort and I would like to note my gratitude and appreciation for the high commitment and hard work demonstrated by all parties in making this conference very successful. I hope, not only that all participants will find this conference interesting and informative but at the same time they will have the opportunity to engage with other researchers for future research development and collaboration. Thank you and looking forward to seeing you in the future. Thank you.","","978-1-5386-7856-5","10.1109/ISAMSR.2018.8540541","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540541","","Multi-agent systems;Robots;Intelligent systems;Autonomous agents;Conferences;Collaboration","","","","","","","IEEE","22 Nov 2018","","","IEEE","IEEE Conferences"
"A Real-Time Autonomous Flight Navigation Trajectory Assessment for Unmanned Aerial Vehicles","S. A. Mostafa; A. Mustapha; A. U. Shamsudin; A. Ahmad; M. S. Ahmad; S. Shamini Gunasekaran","Faculty of Computer Science and Information Technology, Universiti Tun Hussein Onn Malaysia, Batu Pahat, Johor, Malaysia; FSKTM, FKEE Universiti Tun Hussein Onn Malaysia, Batu Pahat, Johor, Malaysia; FSKTM, FKEE Universiti Tun Hussein Onn Malaysia, Batu Pahat, Johor, Malaysia; College of Information Technology, Universiti Tenaga Nasional, Kajang, Selangor, Malaysia; College of Information Technology, Universiti Tenaga Nasional, Kajang, Selangor, Malaysia; Gunasekaran College of Computer Science and Information Technology, Universiti Tenaga Nasional, Kajang, Selangor, Malaysia","2018 International Symposium on Agent, Multi-Agent Systems and Robotics (ISAMSR)","22 Nov 2018","2018","","","1","6","In the recent years, different indoor local positioning techniques are proposed for robotics or UA V systems. This is due to the new research and industrial applications that they can cover. Assessing the performance and autonomous manoeuvring capability of the UA V in a dynamic and interactive indoor environment is challenging. To this end, this paper proposes a Performance Visualized Assessment (PV A) model to assess the performance quality of an autonomous UA V system in indoor environments. The PV A model includes Chi-square Inference (CSI) module and Visualized Mission Grid (VMG) map. The CSI has an optical flow indoor trajectory tracking and localization technique. It estimates the UA V flying positioning indoor without the GPS service. The VMG map has a visualized domain knowledge of the environment and the navigation mission scenario. The PVA model checks and visualizes the trajectory and the behaviour of the UA V when operating navigation missions. The PV A model is applied to track and assess the performance of a quadrotor UAV in real-time search missions. The results show the ability of the model to estimate and visualize the performance quality of the search missions with convenient accuracy. It narrows down the needed parameters of a critical assessment and reduces a human supervisor workload while monitoring the system's performance.","","978-1-5386-7856-5","10.1109/ISAMSR.2018.8540544","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540544","unmanned aerial vehicle;trajectory tracking technique;autonomous system;performance-based assessment","Drones;Trajectory tracking;Task analysis;Visualization;Navigation;Indoor environments","aircraft control;autonomous aerial vehicles;helicopters;indoor navigation;mobile robots;path planning;position control;remotely operated vehicles;robot vision;trajectory control","industrial applications;autonomous manoeuvring capability;dynamic environment;interactive indoor environment;Performance Visualized Assessment;performance quality;indoor environments;Chi-square Inference module;CSI;Visualized Mission Grid map;optical flow indoor trajectory tracking;localization technique;VMG map;visualized domain knowledge;PVA model checks;real-time search missions;critical assessment;real-time autonomous flight navigation trajectory assessment;unmanned aerial vehicles;indoor positioning;navigation mission;indoor local positioning techniques;autonomous UAV system;robotics system;trajectory visualization;quadrotor UAV","","5","","20","IEEE","22 Nov 2018","","","IEEE","IEEE Conferences"
"Agent-based Self-regulated Learning Simulation Adopting the Concept of GUSC Model","S. Ismail; S. H. Shaikh Ali; M. H. Abu Bakar","Malaysian Institute of Malaysian Technology (MIIT), Universiti Kuala Lumpur (UniKL), Kuala Lumpur, Malaysia; Malaysian Institute of Malaysian Technology (MIIT), Universiti Kuala Lumpur (UniKL), Kuala Lumpur, Malaysia; Institute of Postgraduate Studies (IPS), Universiti Kuala Lumpur (UniKL), Kuala Lumpur, Malaysia","2018 International Symposium on Agent, Multi-Agent Systems and Robotics (ISAMSR)","22 Nov 2018","2018","","","1","6","The significance of self-regulated learning (SRL) among university students have caught the attention of recent research. A recent research has produced SRL process mapping but the research was limited to producing a simulation video from historical data to prove the occurrence of SRL processes in online learning management system. This paper proposes to extend that research by adopting the concept of personal knowledge management (PKM) using the GUSC Model, to design an agent-based SRL simulation. This would enable real-time data to be analysed as and when it is needed for prediction of SRL activities. The design of the multi-agent system is possible with the availability of data and knowledge on how these data could be interpreted by the software agents to present an SRL process in both graphical and text report forms. This paper presents the process of analysing students' online SRL behaviour throughout a semester, taking into account a technical course as the benchmark case study, and designing the agent- based simulation for lecturers' prediction on students' online SRL behaviour. In order to do so, simulation video from the recent work is analysed to capture moment-to-moment SRL processes. The purpose of this analysis is mainly to facilitate the understanding of how software agents could be animated step by step. The results from this study is expected to be beneficial to the stakeholders of online education system. Future work will be on developing the agent-based simulation of SRL.","","978-1-5386-7856-5","10.1109/ISAMSR.2018.8540556","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540556","self-regulated learning;software agent;GUSC Model;simulation","Software agents;Analytical models;Task analysis;Multi-agent systems;Data models;Predictive models;Education","data analysis;distance learning;educational courses;further education;Internet;learning management systems;multi-agent systems;software agents","multiagent system;software agents;graphical text report forms;lecturers;simulation video;online education system;agent-based simulation;GUSC Model;university students;SRL process mapping;online learning management system;personal knowledge management;agent-based self-regulated learning simulation;agent-based SRL simulation;student online SRL behaviour analysis;technical course","","1","","20","IEEE","22 Nov 2018","","","IEEE","IEEE Conferences"
"A Hardware and Software Testbed for Underactuated Self-Assembling Robots: Extended Abstract","A. Nilles; J. Wasserman; A. Born; C. Horn; J. Born; S. M. LaValle",NA; NA; NA; NA; NA; NA,"2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","7","9","We present the implementation and characterization of an affordable testbed for underactuated multi-agent, self-assembling systems. There has been recent interest into the control of nano- and micro-scale active particle systems, but these systems are often difficult to manufacture and observe, hindering control research. Our testbed offers an accessible way to experiment with different design and control approaches. The testbed is composed of an off-the-shelf rolling weaselball toy and a 3D printed external hub that modifies the agent's dynamics. The software toolbox includes simulations and code for data extraction and analysis of the weaselballs. The advantage of our testbed for studying distributed robotic systems is that these robots can be made quickly and cheaply, are relatively small, and do not require complex or expensive environments. The software in our toolbox includes a high fidelity Gazebo simulation, and Python code for analyzing trajectories from both simulation and overhead video of the system. Using this toolbox, we present useful computed properties of the system with regards to object clustering.","","978-1-7281-2876-4","10.1109/MRS.2019.8901081","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901081","","Robot sensing systems;Self-assembly;Software;Solid modeling;Conferences","control engineering computing;control system synthesis;data analysis;mobile robots;multi-agent systems;multi-robot systems;pattern clustering;production engineering computing;Python;robotic assembly;self-assembly;three-dimensional printing;trajectory control","trajectories;object clustering;Python code;data analysis;3D printed external hub;hindering control;nanoscale active particle systems;off-the-shelf rolling weaselball toy;microscale active particle systems;testbed;underactuated self-assembling robots;Gazebo simulation;robotic systems;data extraction;software toolbox","","","","20","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Towards an Online approach for Knowledge Communication Planning: Extended Abstract","N. Tsiogkas; D. M. Lane","Flanders Make, Core Lab ROB, Gaston Geenslaan 8, Heverlee, Belgium; Edinburgh Centre for Robotics, Heriot Watt University, Edinburgh, UK","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","142","144","Explicit coordination among robot usually requires a method to exchange information regarding their intentions and their knowledge of the world. Most of the research found in the multi-robot coordination literature uses ad-hoc approaches for communication. This work is an initial attempt to tackle the communication problem in a generic way. It tries to answer the question of when to communicate, what to communicate and with whom to communicate. It proposes the use of dynamic action sets combined with a Determinized Sparse Partially Observable Tree structure that can address the communication decision problem in an online fashion. Compared with a state-of-the-art approach used for sharing knowledge among robotic teams it shows a constantly better performance.","","978-1-7281-2876-4","10.1109/MRS.2019.8901086","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901086","","Planning;Robot kinematics;Games;Error analysis;Multi-agent systems;Probabilistic logic","multi-robot systems;planning (artificial intelligence);trees (mathematics)","knowledge communication planning;multirobot coordination literature;communication decision problem;robotic teams;determinized sparse partially observable tree structure","","3","","9","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Eye Center Detection Using Combined Viola-Jones and Neural Network Algorithms","F. N. Ibrahim; Z. M. Zin; N. Ibrahim","Industrial Automation Section Universiti Kuala Lumpur Malaysia France Institute, Bangi, Malaysia; Industrial Automation Section Universiti Kuala Lumpur Malaysia France Institute, Bangi, Malaysia; Industrial Automation Section Universiti Kuala Lumpur Malaysia France Institute, Bangi, Malaysia","2018 International Symposium on Agent, Multi-Agent Systems and Robotics (ISAMSR)","22 Nov 2018","2018","","","1","6","In eye tracking, calibration plays as a first crucial process towards detecting the eye. This process required the user's information to learn and maximize the accuracy of the eye tracking. Such that, various techniques can be used to detect and train eye gaze parameters. Thus, as the first step, the calibration points have been set on the user's screen display for the eye tracking process. The process of calibration is done by tracking the user's attention at 5 and 9 points of calibration process using a webcam. The circle detection of iris is used to determine the eye center coordinates. In this paper, the eye center coordinates are being extracted by using the well-known face detection algorithm which is Viola-Jones algorithm. Then, the coordinates will be trained as a data set for gaze location by using neural network algorithm. Results have shown that eye center can be well detected by using combination of both algorithms.","","978-1-5386-7856-5","10.1109/ISAMSR.2018.8540543","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540543","eye tracking;calibration;circle detection;eye center;neural network","Calibration;Biological neural networks;Training;Feature extraction;Multi-agent systems;Robots","calibration;eye;face recognition;feature extraction;gaze tracking;neural nets;object detection","eye center detection;neural network algorithm;eye gaze parameters;calibration points;eye tracking process;calibration process;eye center coordinates;Viola-Jones algorithm;face detection algorithm","","3","","13","IEEE","22 Nov 2018","","","IEEE","IEEE Conferences"
"Non-Uniform Policies for Multi-Robot Asymmetric Perimeter Patrol in Adversarial Domains - EXTENDED ABSTRACT","Y. Oshart; N. Agmon; S. Kraus","Department of Computer Science, Bar-Ilan University; Department of Computer Science, Bar-Ilan University; Department of Computer Science, Bar-Ilan University","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","136","138","In this work we examine the Closed Perimeter Patrol in Adversarial Domain problem, in which robots travel along a closed perimeter and the adversary is aware of the robots' patrol policy. Unlike former works which focused on symmetric tracks, we explore the more realistic asymmetric track scenarios and show that in non-deterministic patrol schemes, non-uniform probability models are better than uniform ones.","","978-1-7281-2876-4","10.1109/MRS.2019.8901080","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901080","","Robots;Multi-agent systems;Computational modeling;Probability;Autonomous agents;Tracking;Search methods","mobile robots;multi-robot systems;probability;search problems","realistic asymmetric track scenarios;nondeterministic patrol schemes;nonuniform probability models;multirobot asymmetric perimeter patrol;adversarial domain problem;closed perimeter patrol;robots patrol policy","","2","","11","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Formulation of Mandatory Task Algorithm Using Task Prioritization Technique","S. G. Ka Hong; A. Ahmad; A. T. Yee Chong","College of Computer Science and Information Technology, Universiti Tenaga Nasional, Kajang, Malaysia; College of Computer Science and Information Technology, Universiti Tenaga Nasional, Kajang, Malaysia; College of Computer Science and Information Technology, Universiti Tenaga Nasional, Kajang, Malaysia","2018 International Symposium on Agent, Multi-Agent Systems and Robotics (ISAMSR)","22 Nov 2018","2018","","","1","4","Task is defined as a set of actions in order to achieve a specific goal. A mandatory task is known as an important and urgent task that needs to be completed first before finishing other tasks. This study presents the formulation of an algorithm to assist and automate robotic appliances in selecting which incoming task needs to carried out first in real time without any much human intervention. The simulation using software agent technologies to simulate and predict real life events with human like precision. We use Analytical Hierarchy Process (AHP) technique to rank the goal, the incoming task and the mandatory task. We discovered that the algorithm has a higher consistency in task prioritization compared to the two other computer scheduling algorithm.","","978-1-5386-7856-5","10.1109/ISAMSR.2018.8540542","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540542","task complexity;mandatory task;goal;goal deliberation","Task analysis;Classification algorithms;Robots;Scheduling algorithms;Analytic hierarchy process;Multi-agent systems;Complexity theory","analytic hierarchy process;home automation;robots;scheduling;software agents","mandatory task algorithm;task prioritization technique;computer scheduling algorithm;analytical hierarchy process technique;AHP technique;software agent technologies;robotic appliances","","1","","12","IEEE","22 Nov 2018","","","IEEE","IEEE Conferences"
"Data-Efficient Decentralized Place Recognition with 3D Constellations of Objects: Extended Abstract","B. Ramtoula; R. de Azambuja; G. Beltrame","École Polytechnique Fédérale de Lausanne, School of Engineering, Switzerland; Department of Computer and Software Engineering, École Polytechnique de Montréal, Canada; Department of Computer and Software Engineering, École Polytechnique de Montréal, Canada","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","219","221","During the place recognition and optimization steps of multi-robot Simultaneous Localization and Mapping (SLAM), robots need to consider information gathered from other robots working in parallel to build a global map. For these steps, major adaptations of single robot SLAM techniques are necessary to cope with challenges and constraints inherent to multi-robot systems [1].","","978-1-7281-2876-4","10.1109/MRS.2019.8901073","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901073","","Semantics;Simultaneous localization and mapping;Three-dimensional displays;Visualization;Indexes;Multi-agent systems","mobile robots;multi-robot systems;path planning;robot vision;SLAM (robots)","data-efficient decentralized place recognition;optimization steps;single robot SLAM techniques;multirobot systems;multirobot Simultaneous Localization and Mapping;3D constellations","","1","","12","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"A Workload Manager: The Pre-assessment in Sincere Software Agent Environment","N. H. Jaafar; A. Ahmad; M. S. Ahmad; N. H. Abdul Hamid","Faculty of Computer and Mathematical Sciences, Universiti Teknologi MARA Johor, Segamat, Johor, Malaysia; College of Computer Science and Information Technology, Universiti Tenaga Nasional, Selangor, Kajang; College of Computer Science and Information Technology, Universiti Tenaga Nasional, Selangor, Kajang; Faculty of Computer and Mathematical Sciences, Universiti Teknologi MARA, Selangor, Shah Alam, Malaysia","2018 International Symposium on Agent, Multi-Agent Systems and Robotics (ISAMSR)","22 Nov 2018","2018","","","1","5","Instilling an ethical behaviour in software agent environment can influence the agent to do ethical and rational actions that brings about positive impacts towards its environment. Sincerity is one of an ethical behaviour that can be considered for instilling in software agent environment, especially for encouraging the cooperation in completing tasks within an agent community. However, a mechanism to avoid imbalance in workload between software agents should be established to avoid the sincere agent from taking many tasks from its teammates until it cannot timely complete its own task. In our study, we present three evaluators in Workload Manager: (1) permission of getting favour evaluator, (2) workload calculator and (3) the progress of a worker agent's current task. These evaluators are used to evaluate the capability of an agent before taking any task from its teammate and also to determine the right time for the agent to offer the favour to its teammate. The interaction of the Workload Manager and the agent community is presented to show how it works in sincere software agent environment.","","978-1-5386-7856-5","10.1109/ISAMSR.2018.8540547","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540547","software agent;sincerity;workload manager;teamwork;Task delegation","Task analysis;Software agents;Calculators;Autonomous systems;Multi-agent systems;Robots;Drones","ethical aspects;software agents","workload manager;software agent environment;ethical behaviour;agent community;worker agent","","","","23","IEEE","22 Nov 2018","","","IEEE","IEEE Conferences"
"Design and Implementation of Computer-Based Aptitude Test for Computer Engineering with Fuzzy Algorithm","D. Tontiardo; B. Dirgantoro; C. Setianingsih; H. Loberto","School of Electrical Engineering, Telkom University, Bandung, Indonesia; School of Electrical Engineering, Telkom University, Bandung, Indonesia; School of Electrical Engineering, Telkom University, Bandung, Indonesia; Life Finder & Sehatmental.id, Bekasi, Indonesia","2021 4th International Symposium on Agents, Multi-Agent Systems and Robotics (ISAMSR)","26 Oct 2021","2021","","","144","149","Aptitude become one of major problem to determine the specialization in college, that sometimes make some individual to choose poorly and causing them to choose the wrong specialization that didn't match their aptitude, however the specialization can be observed and determined from early stage using the help of technology. One of the method that can be used is psychological test, psychological test is used for determine the individual psychological state that can be seen from non-physical aspect such as intelligence, intelligence have a major role on individual's Aptitude. Basically aptitude test that implemented today is still using the conventional way, however with the advances of technology the aptitude test can be done online and updated periodically. With the aptitude test hopefully scholars can understand more about their motivation and aptitude so that they can choose the specialization that match their motivation and aptitude. And with the motivation and aptitude test hopefully can reduce the tuition fee of the scholar. The system accuracy is 100% with the number of respondents as many as 62 people","","978-1-6654-3632-8","10.1109/ISAMSR53229.2021.9567739","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567739","aptitude;artificial intelligence;computer based test;intelligence","Sensitivity;Psychology;Robots;Multi-agent systems","computer science education;educational administrative data processing;educational institutions;fuzzy set theory;human factors;psychology","psychological test;individual psychological state;computer-based Aptitude test;wrong specialization;computer engineering;fuzzy algorithm;tuition fee","","","","11","IEEE","26 Oct 2021","","","IEEE","IEEE Conferences"
"Social Presence in Digital Community","S. Ismail; S. H. Shaikh Ali","Malaysian Institute of Malaysian Technology (MIIT), Universiti Kuala Lumpur (UniKL), Kuala Lumpur, Malaysia; Malaysian Institute of Malaysian Technology (MIIT), Universiti Kuala Lumpur (UniKL), Kuala Lumpur, Malaysia","2018 International Symposium on Agent, Multi-Agent Systems and Robotics (ISAMSR)","22 Nov 2018","2018","","","1","5","Digital community is the current trend in knowledge economy, where knowledge is shared and sought after by people in community over the Internet and the cloud, yet it is not limited to only teaching and learning institutions. The need for social presence is becoming more important for a person with knowledge, hence the idea of embedding software agents in digital community to identify knowledge experts and promote them to increase social presence. This paper presents how software agents can be assigned to increase social presence, by deploying the personal knowledge management (PKM) framework into the agent's tasks. The GUSC Model under the PKM framework is adopted since it is proven to be applicable across recent research. The outcome of this research is not limited to only one community, but with a potential to be across multiple communities with the help from the software agents' capabilities.","","978-1-5386-7856-5","10.1109/ISAMSR.2018.8540559","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540559","digital community;software agent;social presence;GUSC Model","Software agents;Task analysis;Knowledge management;Monitoring;Multi-agent systems;Robots;Databases","business data processing;Internet;knowledge management;software agents","social presence;digital community;knowledge economy;learning institutions;embedding software agents;knowledge experts;personal knowledge management framework;multiple communities;teaching institutions;GUSC Model;PKM framework;software agents capabilities","","","","24","IEEE","22 Nov 2018","","","IEEE","IEEE Conferences"
